Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Julio Jones,WR,ATL,0.6,0.0,7.3,106.1,0.6
Davante Adams,WR,GB,0.0,0.0,6.7,90.2,0.8
Tyreek Hill,WR,KC,6.8,0.1,5.5,85.8,0.7
Antonio Brown,WR,PIT,0.0,0.0,7.1,88.5,0.9
Michael Thomas,WR,NO,0.0,0.0,7.6,96.2,0.7
Keenan Allen,WR,LAC,4.2,0.0,6.3,87.3,0.7
Mike Evans,WR,TB,0.0,0.0,5.7,81.0,0.6
Robert Woods,WR,LAR,4.7,0.0,5.3,74.3,0.6
Tyler Boyd,WR,CIN,1.0,0.0,5.8,74.1,0.6
Julian Edelman,WR,NE,4.3,0.0,6.0,70.8,0.5
JuJu Smith-Schuster,WR,PIT,0.0,0.0,6.1,77.7,0.4
Alshon Jeffery,WR,PHI,0.0,0.0,4.7,60.7,0.6
Marquez Valdes-Scantling,WR,GB,0.0,0.0,4.1,64.7,0.5
Brandin Cooks,WR,LAR,2.5,0.0,4.7,69.9,0.4
Kenny Golladay,WR,DET,0.7,0.0,4.6,67.1,0.5
Calvin Ridley,WR,ATL,2.3,0.0,4.3,56.2,0.5
Jarvis Landry,WR,CLE,0.0,0.0,6.5,72.6,0.3
Amari Cooper,WR,DAL,0.7,0.0,4.8,60.9,0.4
Corey Davis,WR,TEN,0.1,0.0,4.6,60.3,0.5
Larry Fitzgerald,WR,ARI,0.0,0.0,5.6,63.0,0.4
T.Y. Hilton,WR,IND,0.0,0.0,4.2,59.5,0.4
Allen Robinson,WR,CHI,0.0,0.0,3.6,49.7,0.5
Devin Funchess,WR,CAR,0.0,0.0,4.4,57.7,0.3
Doug Baldwin,WR,SEA,0.0,0.0,4.3,57.0,0.3
Mike Williams,WR,LAC,0.6,0.0,2.7,42.0,0.5
DeVante Parker,WR,MIA,0.0,0.0,3.6,49.4,0.4
Golden Tate,WR,PHI,2.4,0.0,4.7,52.6,0.3
Sterling Shepard,WR,NYG,0.2,0.0,4.4,55.9,0.2
Marquise Goodwin,WR,SF,2.3,0.0,3.1,48.9,0.3
Quincy Enunwa,WR,NYJ,0.1,0.0,4.4,54.4,0.2
Tyler Lockett,WR,SEA,3.3,0.0,3.2,47.7,0.3
DeSean Jackson,WR,TB,2.3,0.0,2.9,50.3,0.2
Dede Westbrook,WR,JAX,1.1,0.0,3.7,52.5,0.2
Tyrell Williams,WR,LAC,0.6,0.0,2.6,46.4,0.3
Maurice Harris,WR,WAS,1.3,0.0,4.8,54.4,0.1
