Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Sack,Int,Frc Fum,Fum Rec,Pass Def,POS,TD
Jaron Brown,SEA,1.0,0.03,0.0,0.76,10.35,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Noah Brown,DAL,1.0,0.02,0.0,0.3,4.61,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Martavis Bryant,OAK,1.0,1.31,0.01,1.47,21.33,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Damiere Byrd,CAR,1.0,0.35,0.0,0.58,7.28,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Antonio Callaway,CLE,1.0,1.18,0.01,3.37,42.04,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Austin Carr,NO,1.0,0.03,0.0,0.84,9.75,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Leonte Carroo,MIA,1.0,0.08,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
D.J. Chark,JAX,1.0,0.03,0.0,2.18,27.98,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jehu Chesson,WAS,1.0,0.06,0.0,0.39,5.21,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Keelan Cole,JAX,1.0,0.03,0.0,1.57,27.76,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Chris Conley,KC,1.0,0.07,0.0,1.84,26.44,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Brandin Cooks,LAR,1.0,2.55,0.01,4.06,73.98,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Amari Cooper,DAL,1.0,1.46,0.01,3.71,51.02,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Cody Core,CIN,1.0,0.05,0.0,0.82,9.64,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Corey Davis,TEN,1.0,0.01,0.0,5.75,71.43,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Josh Doctson,WAS,1.0,0.15,0.0,3.27,41.6,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Phillip Dorsett,NE,1.0,0.05,0.0,0.67,7.85,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Julian Edelman,NE,1.0,5.04,0.03,5.97,70.78,0.44,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Quincy Enunwa,NYJ,1.0,1.72,0.0,3.51,43.29,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Alex Erickson,CIN,1.0,0.21,0.0,2.65,29.63,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Mike Evans,TB,1.0,0.38,0.0,5.25,76.78,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Larry Fitzgerald,ARI,1.0,0.12,0.0,5.62,65.17,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Michael Floyd,WAS,1.0,0.06,0.0,1.84,23.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Bennie Fowler,NYG,1.0,0.03,0.0,2.03,22.22,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Devin Funchess,CAR,1.0,0.06,0.0,4.43,62.91,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Taylor Gabriel,CHI,1.0,2.62,0.01,3.61,50.35,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Russell Gage,ATL,1.0,0.11,0.0,0.22,3.69,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Michael Gallup,DAL,1.0,0.46,0.0,3.19,46.88,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Shelton Gibson,PHI,1.0,0.09,0.0,0.07,2.53,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Chris Godwin,TB,1.0,0.02,0.0,2.67,38.56,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Kenny Golladay,DET,1.0,0.7,0.0,3.97,60.78,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marquise Goodwin,SF,1.0,3.88,0.03,2.87,53.3,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Josh Gordon,NE,1.0,0.14,0.0,4.04,54.17,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jakeem Grant,MIA,1.0,0.29,0.0,1.67,21.18,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Ryan Grant,IND,1.0,0.05,0.0,2.75,39.99,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Rashad Greene,JAX,1.0,0.09,0.0,0.74,8.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marvin Hall,ATL,1.0,0.04,0.0,0.89,10.26,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Justin Hardee,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.09,0.0,0.02,0.01,0.01,0.07,WR,0.0
Justin Hardy,ATL,1.0,0.09,0.0,0.67,7.99,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Dwayne Harris,OAK,1.0,0.32,0.0,0.23,5.42,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Maurice Harris,WAS,1.0,0.76,0.01,3.34,42.73,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Quadree Henderson,NYG,1.0,0.52,0.0,0.46,4.61,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Darrius Heyward-Bey,PIT,1.0,0.23,0.0,0.25,4.82,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Rashard Higgins,CLE,1.0,0.04,0.0,1.91,24.75,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tyreek Hill,KC,1.0,6.91,0.07,5.05,81.42,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.05
T.Y. Hilton,IND,1.0,0.15,0.0,3.86,53.24,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
KhaDarel Hodge,LAR,1.0,0.08,0.0,0.12,3.23,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Chris Hogan,NE,1.0,1.1,0.0,2.55,38.76,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Andre Holmes,DEN,1.0,0.03,0.0,0.62,9.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Adam Humphries,TB,1.0,1.4,0.01,4.17,49.77,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Allen Hurns,DAL,1.0,0.05,0.0,1.15,17.28,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Dontrelle Inman,IND,1.0,0.06,0.0,2.08,27.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
DeSean Jackson,TB,1.0,4.74,0.01,3.07,52.46,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Richie James,SF,1.0,0.24,0.0,1.82,19.56,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Alshon Jeffery,PHI,1.0,0.14,0.0,4.15,57.45,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Darius Jennings,TEN,1.0,0.03,0.0,0.54,7.78,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Julio Jones,ATL,1.0,0.8,0.0,7.35,102.98,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marvin Jones,DET,1.0,0.14,0.0,4.02,63.84,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
T.J. Jones,DET,1.0,0.14,0.0,1.79,22.55,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Zay Jones,BUF,1.0,1.01,0.0,2.4,31.25,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jermaine Kearse,NYJ,1.0,0.11,0.0,3.89,43.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marcus Kemp,KC,1.0,0.12,0.0,0.22,5.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Christian Kirk,ARI,1.0,1.62,0.0,4.56,59.19,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Cooper Kupp,LAR,1.0,3.31,0.02,4.9,71.53,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Brandon LaFell,OAK,1.0,0.14,0.0,2.64,31.71,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jarvis Landry,CLE,1.0,0.13,0.0,5.62,62.81,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tyler Lockett,SEA,1.0,3.15,0.03,2.84,48.98,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Jordan Matthews,PHI,1.0,0.04,0.0,0.91,13.47,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Rishard Matthews,NYJ,1.0,0.04,0.0,0.24,4.86,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Ray-Ray McCloud,BUF,1.0,0.9,0.0,0.4,5.3,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Anthony Miller,CHI,1.0,2.13,0.01,2.85,39.74,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Donte Moncrief,JAX,1.0,0.17,0.0,3.32,47.91,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
D.J. Moore,CAR,1.0,2.8,0.0,3.52,47.79,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
David Moore,SEA,1.0,1.09,0.01,2.4,41.84,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
J'Mon Moore,GB,1.0,0.06,0.0,0.16,3.55,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
JoJo Natson,LAR,1.0,0.15,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
J.J. Nelson,ARI,1.0,2.41,0.01,1.07,16.28,0.07,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jordy Nelson,OAK,1.0,0.05,0.0,3.07,38.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
George Odum,IND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.07,0.01,0.01,0.01,0.02,0.04,WR,0.0
DeVante Parker,MIA,1.0,0.05,0.0,3.69,54.72,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Zach Pascal,IND,1.0,0.3,0.0,0.87,12.65,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Cordarrelle Patterson,NE,1.0,14.44,0.09,0.89,8.45,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Charone Peake,NYJ,1.0,0.05,0.0,0.17,3.61,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Breshad Perriman,CLE,1.0,1.67,0.0,1.18,15.48,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Dante Pettis,SF,1.0,0.26,0.0,0.93,12.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Brandon Powell,DET,1.0,0.5,0.0,0.41,5.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Terrelle Pryor,FA,1.0,2.08,0.0,2.44,36.7,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Brian Quick,FA,1.0,0.02,0.0,0.24,4.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Damion Ratley,CLE,1.0,0.17,0.0,1.33,17.69,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Josh Reynolds,LAR,1.0,0.35,0.0,0.42,6.36,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Calvin Ridley,ATL,1.0,2.92,0.01,3.86,49.27,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Andre Roberts,NYJ,1.0,0.57,0.0,0.37,5.66,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.03
Seth Roberts,OAK,1.0,0.03,0.0,2.67,30.63,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Allen Robinson,CHI,1.0,0.07,0.0,3.95,50.55,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Demarcus Robinson,KC,1.0,0.04,0.0,1.49,17.69,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Chester Rogers,IND,1.0,0.9,0.0,2.48,30.92,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
John Ross,CIN,1.0,1.05,0.0,2.73,35.02,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Curtis Samuel,CAR,1.0,4.41,0.0,1.97,23.84,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Mohamed Sanu,ATL,1.0,0.76,0.0,3.82,48.61,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tajae Sharpe,TEN,1.0,0.31,0.0,3.41,48.18,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Russell Shepard,NYG,1.0,0.15,0.0,0.39,4.75,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Sterling Shepard,NYG,1.0,0.29,0.0,4.83,63.23,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Trent Sherfield,ARI,1.0,0.13,0.0,0.18,3.63,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Matthew Slater,NE,1.0,0.08,0.0,0.06,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tre'Quan Smith,NO,1.0,0.61,0.0,2.93,43.71,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
JuJu Smith-Schuster,PIT,1.0,0.1,0.0,5.86,73.04,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Equanimeous St. Brown,GB,1.0,0.1,0.0,1.21,15.94,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Kenny Stills,MIA,1.0,0.15,0.0,2.3,38.94,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Ryan Switzer,PIT,1.0,1.9,0.02,1.56,15.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Auden Tate,CIN,1.0,0.12,0.0,0.35,5.29,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Golden Tate,PHI,1.0,3.06,0.0,5.51,60.42,0.39,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Michael Thomas,NO,1.0,0.23,0.0,8.44,109.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Robert Tonyan,GB,1.0,0.02,0.0,0.17,2.81,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Malik Turner,SEA,1.0,0.11,0.0,0.17,2.44,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marquez Valdes-Scantling,GB,1.0,0.13,0.0,3.03,47.91,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
James Washington,PIT,1.0,0.17,0.0,1.71,19.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Justin Watson,TB,1.0,0.14,0.0,0.3,5.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Dede Westbrook,JAX,1.0,1.69,0.02,3.85,51.34,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Mike Williams,LAC,1.0,1.14,0.0,2.43,29.64,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tyrell Williams,LAC,1.0,0.94,0.0,3.04,63.74,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Robert Woods,LAR,1.0,4.33,0.0,5.19,79.44,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jarius Wright,CAR,1.0,0.61,0.0,1.91,21.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
