Player,Team,Salary
Baltimore Ravens,BAL,5000
New Orleans Saints,NO,3200
Denver Broncos,DEN,3300
Chicago Bears,CHI,4700
Tampa Bay Buccaneers,TB,3400
Houston Texans,HOU,4700
Dallas Cowboys,DAL,4800
Cleveland Browns,CLE,3100
New England Patriots,NE,4100
Los Angeles Chargers,LAC,4900
Buffalo Bills,BUF,4000
Detroit Lions,DET,3400
Miami Dolphins,MIA,3000
Minnesota Vikings,MIN,3400
Oakland Raiders,OAK,3400
Philadelphia Eagles,PHI,3800
Atlanta Falcons,ATL,3000
Washington Redskins,WAS,3700
New York Giants,NYG,3300
Tennessee Titans,TEN,3400
Indianapolis Colts,IND,4400
Seattle Seahawks,SEA,3200
Green Bay Packers,GB,3400
Arizona Cardinals,ARI,4000
Pittsburgh Steelers,PIT,4100
Carolina Panthers,CAR,3800
San Francisco 49ers,SF,3500
Jacksonville Jaguars,JAX,4800
New York Jets,NYJ,3100
Cincinnati Bengals,CIN,3700
