Player,Team,Salary
Baltimore Ravens,BAL,3300
New Orleans Saints,NO,2300
Denver Broncos,DEN,2300
Chicago Bears,CHI,2900
Tampa Bay Buccaneers,TB,2400
Houston Texans,HOU,3000
Dallas Cowboys,DAL,3200
Cleveland Browns,CLE,2800
New England Patriots,NE,3100
Los Angeles Chargers,LAC,3400
Buffalo Bills,BUF,2700
Detroit Lions,DET,2400
Miami Dolphins,MIA,2100
Minnesota Vikings,MIN,2600
Oakland Raiders,OAK,2000
Philadelphia Eagles,PHI,2400
Atlanta Falcons,ATL,2000
Washington Redskins,WAS,2600
New York Giants,NYG,2200
Tennessee Titans,TEN,2300
Indianapolis Colts,IND,2900
Seattle Seahawks,SEA,2200
Green Bay Packers,GB,2200
Arizona Cardinals,ARI,2100
Pittsburgh Steelers,PIT,3000
Carolina Panthers,CAR,2600
San Francisco 49ers,SF,2300
Jacksonville Jaguars,JAX,4000
New York Jets,NYJ,2000
Cincinnati Bengals,CIN,2500
