Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,25.532805573542053,368.9450362620165,0.10209853686712822,2.6751851377295273,0.8,0.4,0,0.0
Atlanta Falcons,ATL,22.3,325.9286636354062,0.11,3.2,0.908076158394099,0.4,0,0.0
Baltimore Ravens,BAL,23.2,345.75942231129005,0.13,2.45,1.0,0.5,0,0.0
Buffalo Bills,BUF,20.334668809904155,326.6695861864523,0.1,3.5,0.905794164779874,0.56,0,0.0
Carolina Panthers,CAR,28.88841689520735,398.0204910367656,0.1,1.7437182858158615,0.81,0.5,0,0.09
Chicago Bears,CHI,19.06098416163364,330.1296804296126,0.16,2.45,0.9118831460810111,0.57,0,0.08
Cincinnati Bengals,CIN,22.7,358.5531142214565,0.1,2.1,0.7,0.4,0,0.1
Cleveland Browns,CLE,24.4,355.3921582470814,0.1002195076211575,2.4480724104335287,0.90887043488028,0.6,0,0.0
Dallas Cowboys,DAL,23.177291593007947,365.27685467700866,0.1,1.8003249552129712,0.9344293926613718,0.6,0,0.0
Denver Broncos,DEN,22.071943683925312,367.04933061586405,0.13,2.71626614000954,0.8245723192467722,0.59,0,0.1
Detroit Lions,DET,21.532386976469862,336.30303190950394,0.1,2.9,0.8533786898484081,0.4,0,0.09
Green Bay Packers,GB,25.639543170226254,354.33017828358174,0.09,2.107216212530765,0.8990287578761998,0.3,0,0.0
Houston Texans,HOU,21.39995425242366,323.41407232496874,0.11,3.2,1.0040947257597046,0.6,0,0.0
Indianapolis Colts,IND,23.8,368.95223054450645,0.1,3.05010549442023,1.0,0.5,0,0.0
Jacksonville Jaguars,JAX,17.968633534466036,293.0,0.1149817553809761,3.0,1.1,0.4,0,0.0
Kansas City Chiefs,KC,24.006922253742175,411.0,0.1,2.5712805220149835,0.7851120377392249,0.5,0,0.0
Los Angeles Chargers,LAC,28.205484008850803,396.06674743446825,0.11,2.3,0.9078935129274667,0.4,0,0.0
Los Angeles Rams,LAR,20.96,332.7836544816052,0.14,2.25,0.9089599946903428,0.5,0,0.0
Miami Dolphins,MIA,22.707294655898348,378.05780682821796,0.09720071256899743,1.8309081916696548,0.8,0.4,0,0.0
Minnesota Vikings,MIN,18.8,331.28470110597203,0.11217056466298636,2.9,0.8,0.4,0,0.0
New England Patriots,NE,23.503468804287582,391.3732360998046,0.1,2.1512931223388274,0.9080686139057874,0.5,0,0.1
New Orleans Saints,NO,20.18,371.866876449897,0.13,2.6,0.9456099375236396,0.5,0,0.0
New York Giants,NYG,22.633675737273684,355.1686919714194,0.1,2.011101847494066,0.8678078720139442,0.4,0,0.07
New York Jets,NYJ,23.100229617687933,378.38942912391485,0.1,2.7,0.9082398636855818,0.5,0,0.0
Oakland Raiders,OAK,23.5,366.6674510495555,0.1,2.284392359199304,0.9007362592887922,0.3,0,0.0
Philadelphia Eagles,PHI,25.67,402.3408281160074,0.1,2.8,0.7387768197841665,0.4,0,0.08
Pittsburgh Steelers,PIT,28.5240398362499,388.7218968664891,0.11,2.2,0.76,0.4,0,0.09
San Francisco 49ers,SF,21.96,363.93933095013296,0.07953624848790086,2.248255395797882,0.82,0.4,0,0.0
Seattle Seahawks,SEA,19.8,366.9401232553211,0.11,2.5272842579458823,1.3,0.6,0,0.09
Tampa Bay Buccaneers,TB,26.5,367.62695421323474,0.11,2.656742121888275,0.8167382882495284,0.4,0,0.09
Tennessee Titans,TEN,19.393838339128585,343.3762133276685,0.11,2.8436393014621286,0.9,0.4,0,0.08
Washington Redskins,WAS,22.408636161901683,343.62305691153716,0.11,3.31,0.7,0.57,0,0.0
