Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,24.94,383.0645559466177,0.2,2.6751851377295273,0.8,0.7,0.1,0.07
Atlanta Falcons,ATL,16.7,323.00202308666513,0.3,3.2,0.908076158394099,0.7,0.05,0.08
Baltimore Ravens,BAL,18.89760504409417,350.8,0.39,2.45,1.0,0.73,0.1,0.08
Buffalo Bills,BUF,21.101909134017003,317.01395716387435,0.24,3.5,0.905794164779874,0.9,0.04,0.07
Carolina Panthers,CAR,31.5,397.57356182623175,0.23,1.7437182858158615,0.81,0.9,0.03,0.1
Chicago Bears,CHI,19.152067169450998,310.2,0.30000000000000004,2.45,0.9118831460810111,1.0,0.05,0.1
Cincinnati Bengals,CIN,20.17352466509232,362.7576956867843,0.24,2.1,0.7,0.8,0.03,0.1
Cleveland Browns,CLE,24.4,362.7576956867843,0.30000000000000004,2.4480724104335287,0.90887043488028,0.7,0.03,0.09
Dallas Cowboys,DAL,22.7,362.7576956867843,0.24,1.8003249552129712,0.9344293926613718,0.8,0.1,0.08
Denver Broncos,DEN,20.852022406632585,362.7576956867843,0.30000000000000004,2.71626614000954,0.8245723192467722,0.9,0.1,0.11
Detroit Lions,DET,20.368045758042914,323.00202308666513,0.29,2.9,0.8533786898484081,0.73,0.03,0.1
Green Bay Packers,GB,25.163735464951618,350.68451071637446,0.21,2.107216212530765,0.8990287578761998,0.7,0.1,0.08
Houston Texans,HOU,20.07035314694966,291.2647370136319,0.33,3.2,1.0040947257597046,0.9,0.1,0.08
Indianapolis Colts,IND,22.786999868759455,362.7576956867843,0.21,3.05010549442023,1.0,0.8,0.06,0.07
Jacksonville Jaguars,JAX,13.715602616379376,283.6402972377215,0.31,3.0,1.1,0.73,0.1,0.07
Kansas City Chiefs,KC,23.336910357804502,425.4,0.3,2.5712805220149835,0.7851120377392249,0.8,0.03,0.08
Los Angeles Chargers,LAC,29.0,362.8,0.22106716687415529,2.3,0.9078935129274667,0.62,0.02,0.07
Los Angeles Rams,LAR,20.16489737618806,313.0,0.31,2.25,0.9089599946903428,1.1,0.1,0.11
Miami Dolphins,MIA,25.67459469484925,368.1,0.24,1.8309081916696548,0.8,0.8,0.03,0.09
Minnesota Vikings,MIN,18.8,341.77564360389886,0.30000000000000004,2.9,0.8,0.7,0.1,0.06
New England Patriots,NE,23.10576084655699,386.6733875486432,0.31,2.1512931223388274,0.9080686139057874,0.62,0.1,0.12
New Orleans Saints,NO,20.18,383.0645559466177,0.29,2.6,0.9456099375236396,0.62,0.03,0.1
New York Giants,NYG,20.602004453491535,370.97437537125313,0.24,2.011101847494066,0.8678078720139442,0.64,0.06,0.1
New York Jets,NYJ,23.35785815089264,391.11434523637,0.31,2.7,0.9082398636855818,0.7,0.06,0.1
Oakland Raiders,OAK,23.5,377.667099236661,0.23,2.284392359199304,0.9007362592887922,0.62,0.1,0.1
Philadelphia Eagles,PHI,32.8,400.728238366141,0.24,2.8,0.7387768197841665,0.8,0.1,0.1
Pittsburgh Steelers,PIT,29.4,387.0,0.21,2.2,0.76,0.7,0.1,0.1
San Francisco 49ers,SF,21.96,356.67257663916524,0.17,2.248255395797882,0.82,0.62,0.05,0.07
Seattle Seahawks,SEA,20.528713588040606,377.667099236661,0.33,2.5272842579458823,1.3,1.1,0.1,0.1
Tampa Bay Buccaneers,TB,30.3110350337,371.6620377089155,0.23,2.656742121888275,0.8167382882495284,0.8,0.03,0.1
Tennessee Titans,TEN,20.544014892060467,346.0,0.3,2.8436393014621286,0.9,0.6,0.03,0.1
Washington Redskins,WAS,21.8,330.89111399575603,0.21,3.31,0.7,1.1,0.1,0.08
