player,team,pos,proj,salary
Deshaun Watson,HOU,QB,13.600333333333335,7600.0
Christian McCaffrey,CAR,RB,20.423333333333332,7300.0
Saquon Barkley,NYG,RB,26.19,8900.0
DeAndre Hopkins,HOU,WR,24.098333333333333,8600.0
Danny Amendola,MIA,WR,14.830000000000002,5400.0
Adam Thielen,MIN,WR,25.10366666666667,8800.0
Jermaine Kearse,NYJ,WR,12.376666666666665,4700.0
Jack Doyle,IND,TE,13.289333333333333,4900.0
Pittsburgh Steelers,PIT,DST,3.9999999999999996,3800.0
,,,153.91166666666666,60000.0
