player,team,pos,proj,salary
Deshaun Watson,HOU,QB,13.600333333333335,7600.0
Christian McCaffrey,CAR,RB,20.423333333333332,7300.0
Saquon Barkley,NYG,RB,26.19,8900.0
Christian Kirk,ARI,WR,14.303333333333333,5400.0
DeAndre Hopkins,HOU,WR,24.098333333333333,8600.0
Adam Thielen,MIN,WR,25.10366666666667,8800.0
Jermaine Kearse,NYJ,WR,12.376666666666665,4700.0
Vance McDonald,PIT,TE,13.729333333333333,5300.0
Arizona Cardinals,ARI,DST,2.362,3400.0
,,,152.18699999999998,60000.0
