Player,Team,Rush Yds,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush TD,2PT
Adam Humphries,TB,1.2,4.2,45.4,0.33,0.0,0.0,0.0,0.0,0.0
Adam Thielen,MIN,1.8,6.086084343097561,90.69152111374746,0.5,0.0,0.0,0.0,0.0,0.0
Aldrick Robinson,MIN,0.03,1.8,21.978152072832323,0.2,0.0,0.0,0.0,0.0,0.0
Alex Erickson,CIN,4.3,2.8637222026077622,32.6160822792281,0.2,0.0,0.0,0.0,0.01,0.0
Allen Hurns,DAL,0.03,0.6,9.325310786173038,0.1,0.0,0.0,0.0,0.0,0.0
Allen Robinson,CHI,0.81,3.8,50.9,1.0,0.0,0.0,0.0,0.0,0.0
Alshon Jeffery,PHI,0.15,4.0,52.5,1.0,0.0,0.0,0.0,0.0,0.0
Amari Cooper,DAL,3.15,5.377476119703107,84.4,1.0,0.0,0.0,0.0,0.01,0.0
Andre Holmes,DEN,0.03,0.51,9.031773904161287,0.2,0.0,0.0,0.0,0.0,0.0
Andre Roberts,NYJ,1.6,2.2993545461642984,23.157949374506103,0.2,0.0,0.0,0.0,0.01,0.0
Andy Jones,DET,0.39,2.0536432632775345,34.17621104494269,0.5,0.0,0.0,0.0,0.0,0.0
Anthony Miller,CHI,3.1,2.0,32.51539149402716,0.4,0.0,0.0,0.0,0.0,0.0
Antonio Brown,PIT,0.2,6.346954186264138,100.0,1.0,0.0,0.0,0.0,0.0,0.0
Antonio Callaway,CLE,0.9,3.112507216251609,42.83074375847277,0.4,0.0,0.0,0.0,0.0,0.0
Auden Tate,CIN,0.5,1.6,14.58411339028012,0.145320719407431,0.0,0.0,0.0,0.0,0.0
Bennie Fowler,NYG,0.06,1.9980629097123732,21.879913455766633,0.38029489482631196,0.0,0.0,0.0,0.0,0.0
Bobo Wilson,TB,0.97,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Brandin Cooks,LAR,4.8,4.4,77.11508551369576,1.0,0.0,0.0,0.0,0.03,0.0
Brandon Powell,DET,1.33,1.8476396512825277,13.291161043556851,0.1,0.0,0.0,0.0,0.01,0.0
Brandon Zylstra,MIN,0.3,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Breshad Perriman,CLE,1.79,1.8476396512825277,20.8,0.2,0.0,0.0,0.0,0.0,0.0
Brice Butler,MIA,0.02,1.8796899945456345,19.141291584616894,0.2452156705852419,0.0,0.0,0.0,0.0,0.0
Calvin Ridley,ATL,2.4,3.474079744277211,45.363265083737,0.5,0.0,0.0,0.0,0.02,0.0
Cameron Batson,TEN,0.3,0.13,8.967029241439294,0.1,0.0,0.0,0.0,0.0,0.0
Chad Beebe,MIN,0.6,2.126948550948836,22.14389692142126,0.2,0.0,0.0,0.0,0.0,0.0
Chad Williams,ARI,1.4,1.9594039961034277,21.321012327244834,0.2,0.0,0.0,0.0,0.0,0.0
Charone Peake,NYJ,0.05,0.2,19.082361114584504,0.1,0.0,0.0,0.0,0.0,0.0
Chester Rogers,IND,1.06,1.8,12.8,0.13,0.0,0.0,0.0,0.0,0.0
Chris Conley,KC,0.4,3.147252825535496,37.27442354916689,0.3,0.0,0.0,0.0,0.0,0.0
Chris Godwin,TB,0.02,3.136305771934282,36.71981624595906,0.3,0.0,0.0,0.0,0.0,0.0
