player,team,pos,proj,salary
Nick Foles,PHI,QB,10.5726,6000.0
Theo Riddick,DET,RB,15.298333333333334,5500.0
Justin Jackson,LAC,RB,15.641333333333336,4500.0
DeAndre Hopkins,HOU,WR,22.68333333333333,8600.0
Keenan Allen,LAC,WR,25.193,8000.0
Adam Thielen,MIN,WR,21.389,8200.0
JuJu Smith-Schuster,PIT,WR,21.724666666666664,7800.0
Zach Ertz,PHI,TE,19.348,7400.0
Chicago Bears,CHI,DST,3.349999999999999,3700.0
,,,155.20026666666664,59700.0
