Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"David Johnson, ARI",0.0,0.0,0.0,0.0,0.0,0.0,18.6,87.8,4.72,0.8,6.7,4.7,52.9,11.26,0.3,0.1,19,RB
"Melvin Gordon, LAC",0.0,0.0,0.0,0.0,0.0,0.0,19.9,75.3,3.78,0.8,4.4,3.5,31.2,8.91,0.2,0.3,15,RB
"Le'Veon Bell, PIT",0.0,0.0,0.0,0.0,0.0,0.0,18.2,79.3,4.36,0.5,7.9,6.2,52.0,8.39,0.1,0.1,15,RB
"Ezekiel Elliott, DAL",0.0,0.0,0.0,0.0,0.0,0.0,19.2,94.0,4.90,0.5,2.7,2.2,24.0,10.91,0.1,0.2,14,RB
"LeSean McCoy, BUF",0.0,0.0,0.0,0.0,0.0,0.0,17.1,82.7,4.84,0.6,3.4,2.6,16.6,6.38,0.1,0.1,13,RB
"Spencer Ware, KC",0.0,0.0,0.0,0.0,0.0,0.0,16.2,72.2,4.46,0.5,2.7,2.3,30.0,13.04,0.1,0.3,13,RB
"Jordan Howard, CHI",0.0,0.0,0.0,0.0,0.0,0.0,16.7,80.4,4.81,0.3,3.8,2.3,24.7,10.74,0.1,0.1,12,RB
"Matt Forte, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,14.8,64.6,4.36,0.6,2.9,2.1,16.8,8.00,0.1,0.1,11,RB
"Latavius Murray, MIN",0.0,0.0,0.0,0.0,0.0,0.0,13.1,53.1,4.05,0.6,3.5,2.7,20.7,7.67,0.1,0.1,11,RB
"LeGarrette Blount, DET",0.0,0.0,0.0,0.0,0.0,0.0,14.6,60.1,4.12,0.7,1.4,1.2,7.8,6.50,0.1,0.1,10,RB
"Doug Martin, OAK",0.0,0.0,0.0,0.0,0.0,0.0,17.1,72.6,4.25,0.4,2.7,2.1,16.0,7.62,0.1,0.3,10,RB
"Carlos Hyde, JAC",0.0,0.0,0.0,0.0,0.0,0.0,15.6,62.5,4.01,0.5,2.8,2.5,13.3,5.32,0.1,0.1,10,RB
"Mark Ingram, NO",0.0,0.0,0.0,0.0,0.0,0.0,13.1,57.6,4.40,0.4,3.7,3.4,23.1,6.79,0.2,0.2,10,RB
"Todd Gurley, LAR",0.0,0.0,0.0,0.0,0.0,0.0,18.3,64.5,3.52,0.4,3.6,2.7,20.2,7.48,0.0,0.1,10,RB
"Lamar Miller, HOU",0.0,0.0,0.0,0.0,0.0,0.0,16.8,68.5,4.08,0.4,3.2,2.4,16.2,6.75,0.1,0.1,9,RB
