Player,Team,Salary
Travis Kelce,KAN,7800
Gerald Everett,LAR,4800
Jordan Reed,WAS,5400
Antonio Gates,LAC,4500
Robert Tonyan,GNB,4000
Jared Cook,OAK,5500
O.J. Howard,TAM,6300
Vance McDonald,PIT,5500
Tyler Higbee,LAR,4200
Ed Dickson,SEA,4700
Greg Olsen,CAR,6500
Evan Engram,NYG,5800
Jonnu Smith,TEN,5300
Matt Lengel,CIN,4000
Jack Doyle,IND,5400
Anthony Firkser,TEN,4000
C.J. Uzomah,CIN,5300
Nick Boyle,BAL,4000
Jordan Akins,HOU,4000
Austin Hooper,ATL,6000
Geoff Swaim,DAL,4600
Jeff Heuerman,DEN,5400
Virgil Green,LAC,4300
Josh Hill,NOR,4300
Dan Arnold,NOR,4000
Logan Paulsen,ATL,4000
Luke Stocker,TEN,4400
Cameron Brate,TAM,4400
Zach Ertz,PHI,7600
MyCole Pruitt,TEN,4000
Mark Andrews,BAL,4600
Kyle Rudolph,MIN,5600
Lance Kendricks,GNB,4300
Nick Vannett,SEA,5200
Jimmy Graham,GNB,6300
Levine Toilolo,DET,4000
Rhett Ellison,NYG,4400
Lee Smith,OAK,4000
Jordan Thomas,HOU,4800
Trey Burton,CHI,6100
Matt LaCosse,DEN,4200
Jermaine Gresham,ARI,4400
Ricky Seals-Jones,ARI,5200
Jordan Franks,CIN,4000
James O'Shaughnessy,JAC,4000
Ben Braunecker,CHI,4000
Demetrius Harris,KAN,4000
Xavier Grimble,PIT,4200
Jeremy Sprinkle,WAS,4000
Blake Jarwin,DAL,4000
Chris Manhertz,CAR,4000
Jesse James,PIT,4900
Antony Auclair,TAM,4300
Marcedes Lewis,GNB,4500
Dalton Schultz,DAL,4000
Ian Thomas,CAR,4100
Vernon Davis,WAS,4800
Scott Simonson,NYG,4100
Derek Carrier,OAK,4000
Eric Ebron,IND,6000
Ben Watson,NOR,5600
Dallas Goedert,PHI,5400
Hayden Hurst,BAL,4300
Luke Willson,DET,4400
Ryan Griffin,HOU,4300
Mo Alie-Cox,IND,4600
Eric Saubert,ATL,4000
Blake Bell,JAC,4100
Rico Gathers,DAL,4500
Darrell Daniels,SEA,4000
Alan Cross,TAM,4000
Daniel Brown,CHI,4000
Tyler Conklin,MIN,4000
Brian Parker,DEN,4000
