Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steven Jackson, NE RB",Atl,W 23-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Frank Gore, Mia RB",NYJ,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren Sproles, Phi RB",Wsh,W 34-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"John Kuhn, NO RB",@GB,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Reggie Bush, Buf RB",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeAngelo Williams, Pit RB",Cin,W 29-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fred Jackson, Sea RB",@NYG,W 24-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Adrian Peterson, Ari RB",@LAR,L 0-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marshawn Lynch, Oak RB",KC,W 31-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ahmad Bradshaw, Ind RB",Jax,L 0-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Pierre Thomas, Wsh RB",@Phi,L 24-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren McFadden, Dal RB",@SF,W 40-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Stewart, NYG RB",Sea,L 7-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Johnson, Ari RB",@LAR,L 0-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Forte, NYJ RB",@Mia,L 28-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamaal Charles, Den RB",@LAC,L 0-21,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jerome Felton, Buf RB",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tim Hightower, SF RB",Dal,L 10-40,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Justin Forsett, Den RB",@LAC,L 0-21,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Tolbert, Buf RB",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcel Reece, Sea RB",@NYG,W 24-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Danny Woodhead, Bal RB",@Min,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Donald Brown, NE RB",Atl,W 23-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Arian Foster, Mia RB",NYJ,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Rashad Jennings, NYG RB",Sea,L 7-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jorvorskie Lane, TB RB",@Buf,L 27-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeSean McCoy, Buf RB",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cedric Peerman, Cin RB",@Pit,L 14-29,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcus Thigpen, Buf RB",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darrel Young, Car RB",@Chi,L 3-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Antone Smith, TB RB",@Buf,L 27-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"C.J. Spiller, KC RB",@Oak,L 30-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Mathews, Phi RB",Wsh,W 34-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dexter McCluster, LAC RB",Den,W 21-0,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ben Tate, Pit RB",Cin,W 29-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Toby Gerhart, Jax RB",@Ind,W 27-0,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Boobie Dixon, Buf RB",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeGarrette Blount, Det RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"James Starks, GB RB",NO,L 17-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Joique Bell, Det RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Chris Ivory, Buf RB",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James Develin, NE RB",Atl,W 23-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tyler Clutts, Dal RB",@SF,W 40-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mark Ingram, NO RB",@GB,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeMarco Murray, Ten RB",@Cle,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Shane Vereen, NYG RB",Sea,L 7-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Stevan Ridley, Pit RB",Cin,W 29-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Williams, Dal RB",@SF,W 40-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Daniel Thomas, Mia RB",NYJ,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bilal Powell, NYJ RB",@Mia,L 28-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Anthony Sherman, KC RB",@Oak,L 30-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kendall Hunter, NO RB",@GB,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Taiwan Jones, Buf RB",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jordan Todman, Hou RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Roy Helu Jr., Oak RB",KC,W 31-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jacquizz Rodgers, TB RB",@Buf,L 27-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dion Lewis, Ten RB",@Cle,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DuJuan Harris, Jax RB",@Ind,W 27-0,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Patrick DiMarco, Buf RB",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Asiata, Det RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Shaun Draughn, NYG RB",Sea,L 7-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chase Reynolds, LAR RB",Ari,W 33-0,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Will Johnson, NYG RB",Sea,L 7-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Trent Richardson, Bal RB",@Min,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
