Player,FG,FGA,FGLg,XP,XPAtt,XPB,FPTS,POS
"Stephen Gostkowski, NE",35.6,40.2,0,46,46,0,156,K
"Greg Zuerlein, LAR",34.7,37.1,0,43.1,43.1,0,152,K
"Harrison Butker, KC",34.8,39.4,0,42.3,42.3,0,150,K
"Robbie Gould, SF",35.6,37.3,0,38.2,38.2,0,148,K
"Jake Elliott, PHI",31.4,36.1,0,42.4,42.4,0,142,K
"Matt Bryant, ATL",32.2,36,0,38.1,38.1,0,142,K
"Justin Tucker, BAL",31.9,34.2,0,39.4,39.4,0,140,K
"Chris Boswell, PIT",32.1,35.2,0,41.2,41.2,0,140,K
"Wil Lutz, NO",29.6,35.1,0,44,44,0,137,K
"Adam Vinatieri, IND",30,35,0,38.3,38.3,0,134,K
"Matt Prater, DET",28.7,33.4,0,37.3,37.3,0,130,K
"Daniel Carlson, OAK",29.9,35.8,0,36.6,36.6,0,128,K
"Graham Gano, CAR",28.8,31.8,0,37.4,37.4,0,125,K
"Josh Lambo, JAC",27.8,30.4,0,37.1,37.1,0,123,K
"Ryan Succop, TEN",27.9,32.8,0,35.4,35.4,0,121,K
"Ka'imi Fairbairn, HOU",26.8,33.5,0,36.6,36.6,0,121,K
"Brett Maher, DAL",25.7,30.8,0,39.5,39.5,0,118,K
"Brandon McManus, DEN",26.9,34.7,0,33.6,33.6,0,117,K
"Phil Dawson, ARI",27.5,34,0,31.7,31.7,0,117,K
"Mason Crosby, GB",22.2,27.3,0,43.6,43.6,0,112,K
"Dustin Hopkins, WAS",24.6,30.1,0,35.4,35.4,0,110,K
"Sebastian Janikowski, SEA",23.7,28.6,0,35.4,35.4,0,109,K
"Caleb Sturgis, LAC",22.8,25.9,0,36.3,36.3,0,108,K
"Mike Nugent, OAK",22.7,27.6,0,35.1,35.1,0,104,K
"Chandler Catanzaro, CAR",22.7,28,0,29.9,29.9,0,100,K
"Aldrick Rosas, NYG",21.1,29.3,0,30.5,30.5,0,97,K
"Zane Gonzalez, ARI",20,26.6,0,32.9,32.9,0,95,K
"Jason Sanders, MIA",21.2,25.4,0,29.9,29.9,0,95,K
"Stephen Hauschka, BUF",21.6,24.4,0,25.6,25.6,0,94,K
"Randy Bullock, CIN",19.1,21.3,0,28.3,28.3,0,86,K
"Cody Parkey, CHI",18.1,20.5,0,29.4,29.4,0,85,K
"Jason Myers, NYJ",8.4,11.1,0,14.7,14.7,0,40,K
