Player,Bye,Proj,Actual,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Made,Miss,POS
No new player Notes Justin Tucker Bal - K Final (W) 26-14 @ Pit,10,74,74,0.0,0.0,0.6,0.0,0.6,0.0,0.8,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.6,0.0,0.8,0.1,0.4,0.1,2.7,0.0,K
No new player Notes Stephen Gostkowski NE - K Final (W) 38-7 vs Mia,11,76,76,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.5,0.1,K
No new player Notes Matt Bryant Atl - K Final (L) 37-36 vs Cin,8,81,81,0.0,0.0,0.6,0.0,0.6,0.0,0.8,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.6,0.0,0.8,0.1,0.4,0.1,2.6,0.1,K
No new player Notes Harrison Butker KC - K Final (W) 27-23 @ Den,12,85,85,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,2.9,0.1,K
No new player Notes Wil Lutz NO - K Final (W) 33-18 @ NYG,6,103,103,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,3.1,0.1,K
No new player Notes Chris Boswell Pit - K IR Final (L) 26-14 vs Bal,7,104,104,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,2.9,0.1,K
No new player Notes Brandon McManus Den - K Final (L) 27-23 vs KC,10,105,105,0.0,0.0,0.6,0.0,0.6,0.0,0.7,0.2,0.3,0.2,0.0,0.0,0.6,0.0,0.6,0.0,0.7,0.2,0.3,0.2,2.4,0.2,K
No new player Notes Matt Prater Det - K Final (L) 26-24 @ Dal,6,111,111,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.3,0.1,2.6,0.1,K
Player Note Adam Vinatieri Ind - K Final (L) 37-34 vs Hou,9,115,115,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,2.3,0.1,K
No new player Notes Jake Elliott Phi - K Final (L) 26-23 @ Ten,9,121,121,0.0,0.0,0.4,0.0,0.7,0.0,0.5,0.1,0.2,0.1,0.0,0.0,0.4,0.0,0.7,0.0,0.5,0.1,0.2,0.1,2.8,0.1,K
No new player Notes Sebastian Janikowski Sea - K Questionable Final (W) 20-17 @ Ari,7,123,123,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.1,0.3,0.2,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.1,0.3,0.2,2.7,0.2,K
