Player,Team,Salary
Deshaun Watson,HOU,6200
Patrick Mahomes,KC,7000
Cam Newton,CAR,5800
Derek Carr,OAK,5200
Jared Goff,LAR,6000
Carson Wentz,PHI,5600
Kirk Cousins,MIN,5900
Russell Wilson,SEA,5900
Andrew Luck,IND,6300
Matthew Stafford,DET,5600
Mitchell Trubisky,CHI,6100
Josh Rosen,ARI,4800
Andy Dalton,CIN,6200
Blake Bortles,JAX,4700
Ryan Fitzpatrick,TB,4400
Ben Roethlisberger,PIT,6100
Eli Manning,NYG,5200
Case Keenum,DEN,5100
Tom Brady,NE,6500
Aaron Rodgers,GB,6400
Baker Mayfield,CLE,5700
Jameis Winston,TB,6000
C.J. Beathard,SF,4900
Alex Smith,WAS,5000
Sam Darnold,NYJ,4500
Joe Flacco,BAL,5300
Derek Anderson,BUF,4400
Brock Osweiler,MIA,4900
Lamar Jackson,BAL,4400
Drew Brees,NO,5600
Taysom Hill,NO,4000
Taylor Heinicke,CAR,4000
Teddy Bridgewater,NO,4500
Joe Webb,HOU,4000
Joshua Dobbs,PIT,4400
Brandon Weeden,HOU,4500
Brian Hoyer,NE,4500
