player,team,pos,proj,salary
Josh Allen,BUF,QB,10.3284,6400.0
Christian McCaffrey,CAR,RB,20.833000000000002,8400.0
Saquon Barkley,NYG,RB,23.38233333333333,8200.0
Julio Jones,ATL,WR,25.24533333333333,8500.0
Tyler Boyd,CIN,WR,18.444333333333333,6300.0
Jarvis Landry,CLE,WR,19.751,6900.0
Keke Coutee,HOU,WR,15.607000000000001,5700.0
Eric Ebron,IND,TE,18.130666666666666,6500.0
Atlanta Falcons,ATL,DST,2.4220000000000006,3100.0
,,,154.14406666666667,60000.0
