Player,Team,Salary
Baltimore Ravens,BAL,4000
Houston Texans,HOU,4700
Seattle Seahawks,SEA,3500
Buffalo Bills,BUF,3400
Arizona Cardinals,ARI,3500
New York Jets,NYJ,4200
Minnesota Vikings,MIN,4600
Dallas Cowboys,DAL,4100
Philadelphia Eagles,PHI,4300
Los Angeles Chargers,LAC,4300
Washington Redskins,WAS,3300
Denver Broncos,DEN,3200
Green Bay Packers,GB,4300
Miami Dolphins,MIA,3500
Atlanta Falcons,ATL,3100
Chicago Bears,CHI,4500
Los Angeles Rams,LAR,4800
Oakland Raiders,OAK,3500
Carolina Panthers,CAR,3900
Pittsburgh Steelers,PIT,3300
San Francisco 49ers,SF,3000
Tennessee Titans,TEN,3800
Indianapolis Colts,IND,3500
Tampa Bay Buccaneers,TB,3400
Kansas City Chiefs,KC,3300
New England Patriots,NE,3200
New York Giants,NYG,3400
Cincinnati Bengals,CIN,3400
Jacksonville Jaguars,JAX,4700
Cleveland Browns,CLE,3200
