Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Broncos, DEN",0.7,0.0,3.0,40.1,1.1,1.5,0.19,18.2,163.0,106.0,269,13,DST
"Seahawks, SEA",1.1,0.0,2.6,39.8,0.8,1.0,0.15,15.8,199.0,88.0,287,13,DST
"Vikings, MIN",0.8,0.1,2.9,39.8,0.7,1.0,0.2,20.2,211.0,88.0,299,13,DST
"Lions, DET",0.6,0.1,2.9,43.6,0.7,0.9,0.24,19.5,195.0,94.0,289,13,DST
"Dolphins, MIA",0.9,0.0,2.9,39.0,0.7,1.0,0.1,16.4,176.0,119.0,295,12,DST
"Bills, BUF",1.6,0.0,3.1,37.6,0.9,1.3,0.09,18.9,228.0,92.0,320,12,DST
"Giants, NYG",1.2,0.0,2.6,36.0,0.6,0.8,0.07,14.8,212.0,77.0,289,12,DST
"Texans, HOU",1.2,0.0,2.6,42.8,1.1,1.5,0.19,18.5,240.0,91.0,331,12,DST
"Chiefs, KC",1.4,0.0,2.2,41.2,0.9,1.3,0.2,19.3,213.0,104.0,317,12,DST
"Eagles, PHI",0.8,0.0,2.9,40.7,1.1,1.5,0.17,19.8,220.0,115.0,335,11,DST
"Steelers, PIT",1.1,0.0,2.7,40.9,0.8,1.1,0.17,20.2,239.0,87.0,326,11,DST
"Titans, TEN",1.2,0.0,2.9,38.9,0.6,0.9,0.09,19.5,222.0,100.0,322,11,DST
"Saints, NO",0.9,0.0,1.8,40.0,0.8,1.2,0.19,18.4,214.0,107.0,321,10,DST
"Patriots, NE",1.2,0.0,2.3,40.5,0.6,0.9,0.03,15.6,199.0,119.0,318,10,DST
"Bengals, CIN",1.2,0.0,1.8,44.5,0.6,0.8,0.11,19.8,236.0,104.0,340,10,DST
"Ravens, BAL",0.6,0.0,2.8,43.8,0.8,1.0,0.04,17.6,213.0,96.0,309,9,DST
"Raiders, OAK",1.1,0.0,1.9,43.7,1.0,1.4,0.25,24.1,239.0,128.0,367,9,DST
"Cardinals, ARI",1.0,0.0,2.4,40.2,0.8,1.1,0.22,24.9,257.0,90.0,347,9,DST
"Buccaneers, TB",0.8,0.0,2.9,44.2,0.8,1.1,0.13,26.5,288.0,112.0,400,8,DST
"Falcons, ATL",1.0,0.1,1.9,45.3,0.8,1.2,0.15,24.5,265.0,109.0,374,8,DST
"Chargers, LAC",1.1,0.0,1.7,44.4,0.8,1.2,0.14,24.8,203.0,134.0,337,8,DST
"Rams, LAR",0.9,0.0,1.8,48.4,1.0,1.4,0.08,24.6,280.0,102.0,382,8,DST
"49ers, SF",0.7,0.0,2.4,39.5,0.7,0.9,0.13,23.9,213.0,127.0,340,7,DST
"Browns, CLE",0.9,0.0,1.4,42.2,0.7,0.9,0.21,23.6,271.0,96.0,367,7,DST
"Bears, CHI",0.8,0.0,2.3,41.4,0.7,0.9,0.08,23.2,224.0,118.0,342,7,DST
"Cowboys, DAL",0.8,0.0,1.8,46.6,0.9,1.2,0.07,22.8,271.0,120.0,391,7,DST
"Jets, NYJ",0.4,0.0,2.1,43.5,0.7,0.9,0.07,24.2,253.0,84.0,337,6,DST
"Packers, GB",0.9,0.0,2.5,44.8,0.7,0.9,0.15,29.7,259.0,123.0,382,6,DST
"Jaguars, JAC",0.5,0.0,2.5,42.4,0.6,0.8,0.24,29.4,176.0,136.0,312,6,DST
"Colts, IND",0.8,0.0,2.0,43.0,0.6,0.8,0.15,28.2,285.0,114.0,399,5,DST
"Panthers, CAR",0.8,0.1,2.0,43.4,0.7,1.0,0.07,27.3,241.0,95.0,336,5,DST
