Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,73.8,0.4,7.4,57.3,0.3
Saquon Barkley,RB,NYG,0.0,0.0,0.0,78.1,0.6,6.4,54.5,0.2
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,101.0,0.7,4.0,31.1,0.2
Todd Gurley,RB,LAR,0.0,0.0,0.0,84.4,1.0,3.7,36.5,0.2
Alvin Kamara,RB,NO,0.0,0.0,0.0,63.0,0.5,6.1,54.6,0.3
Phillip Lindsay,RB,DEN,0.0,0.0,0.0,65.5,0.4,4.3,36.9,0.2
David Johnson,RB,ARI,0.0,0.0,0.0,68.4,0.5,3.7,32.9,0.1
Tarik Cohen,RB,CHI,0.0,0.0,0.0,38.2,0.3,5.1,47.5,0.3
Nick Chubb,RB,CLE,0.0,0.0,0.0,81.3,0.6,2.5,17.9,0.1
Aaron Jones,RB,GB,0.0,0.0,0.0,66.7,0.5,3.2,25.0,0.2
Leonard Fournette,RB,JAX,0.0,0.0,0.0,68.2,0.5,2.7,21.9,0.1
Sony Michel,RB,NE,0.0,0.0,0.0,70.2,0.6,2.3,18.1,0.1
James White,RB,NE,0.0,0.0,0.0,27.9,0.1,5.6,47.0,0.4
Joe Mixon,RB,CIN,0.0,0.0,0.0,65.2,0.6,2.6,21.5,0.1
Jeff Wilson,RB,SF,0.0,0.0,0.0,52.0,0.4,4.2,28.6,0.2
Dalvin Cook,RB,MIN,0.0,0.0,0.0,64.2,0.5,2.6,21.2,0.1
Lamar Miller,RB,HOU,0.0,0.0,0.0,67.4,0.4,2.7,23.9,0.1
Jaylen Samuels,RB,PIT,0.0,0.0,0.0,46.3,0.3,4.4,32.9,0.2
Spencer Ware,RB,KC,0.0,0.0,0.0,55.4,0.4,3.5,26.7,0.1
LeSean McCoy,RB,BUF,0.0,0.0,0.0,69.7,0.4,2.5,22.3,0.1
Marlon Mack,RB,IND,0.0,0.0,0.0,60.3,0.5,2.6,23.7,0.1
Austin Ekeler,RB,LAC,0.0,0.0,0.0,50.7,0.3,3.3,29.6,0.1
Mark Ingram,RB,NO,0.0,0.0,0.0,55.8,0.5,2.0,18.6,0.1
Chris Carson,RB,SEA,0.0,0.0,0.0,62.6,0.5,1.8,17.8,0.1
Adrian Peterson,RB,WAS,0.0,0.0,0.0,60.3,0.6,1.5,12.5,0.1
Josh Adams,RB,PHI,0.0,0.0,0.0,60.0,0.4,1.9,13.3,0.1
Dion Lewis,RB,TEN,0.0,0.0,0.0,47.7,0.4,2.3,18.6,0.1
Kenyan Drake,RB,MIA,0.0,0.0,0.0,38.1,0.2,3.5,26.7,0.1
Theo Riddick,RB,DET,0.0,0.0,0.0,8.7,0.1,5.9,45.2,0.3
Gus Edwards,RB,BAL,0.0,0.0,0.0,61.8,0.4,1.1,7.6,0.0
Tevin Coleman,RB,ATL,0.0,0.0,0.0,46.3,0.3,2.0,17.7,0.1
Justin Jackson,RB,LAC,0.0,0.0,0.0,50.9,0.4,1.6,10.5,0.0
Chris Thompson,RB,WAS,0.0,0.0,0.0,20.6,0.1,4.0,33.2,0.2
Peyton Barber,RB,TB,0.0,0.0,0.0,55.5,0.4,1.1,8.2,0.0
Jordan Howard,RB,CHI,0.0,0.0,0.0,47.2,0.3,1.5,11.8,0.0
Jalen Richard,RB,OAK,0.0,0.0,0.0,23.4,0.1,3.9,31.2,0.1
Isaiah Crowell,RB,NYJ,0.0,0.0,0.0,45.8,0.3,2.0,12.7,0.1
Doug Martin,RB,OAK,0.0,0.0,0.0,54.4,0.2,1.5,10.5,0.0
LeGarrette Blount,RB,DET,0.0,0.0,0.0,49.8,0.4,0.8,6.0,0.0
