Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,63.9,0.6,7.0,56.2,0.3, 
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,95.5,0.8,4.6,38.1,0.2, 
Saquon Barkley,RB,NYG,0.0,0.0,0.0,69.1,0.5,6.0,50.4,0.2, 
Todd Gurley,RB,LAR,0.0,0.0,0.0,79.8,0.7,4.2,38.9,0.2, 
Alvin Kamara,RB,NO,0.0,0.0,0.0,62.7,0.9,3.9,34.5,0.3, 
Nick Chubb,RB,CLE,0.0,0.0,0.0,96.2,0.9,2.4,20.5,0.1, 
David Johnson,RB,ARI,0.0,0.0,0.0,80.3,0.7,3.2,29.3,0.2, 
Austin Ekeler,RB,LAC,0.0,0.0,0.0,63.5,0.6,4.1,36.0,0.2, 
Aaron Jones,RB,GB,0.0,0.0,0.0,73.1,0.7,3.3,27.0,0.1,IR
Jaylen Samuels,RB,PIT,0.0,0.0,0.0,42.6,0.6,4.0,34.1,0.2, 
Leonard Fournette,RB,JAX,0.0,0.0,0.0,77.9,0.4,3.4,26.0,0.1,Q
Phillip Lindsay,RB,DEN,0.0,0.0,0.0,72.5,0.7,2.3,17.9,0.1,IR
Jeff Wilson,RB,SF,0.0,0.0,0.0,70.0,0.5,2.8,22.7,0.1,Q
James White,RB,NE,0.0,0.0,0.0,16.4,0.2,5.6,48.6,0.3, 
Tarik Cohen,RB,CHI,0.0,0.0,0.0,24.5,0.2,4.6,46.9,0.3, 
Sony Michel,RB,NE,0.0,0.0,0.0,70.5,0.8,1.1,8.9,0.0, 
Dalvin Cook,RB,MIN,0.0,0.0,0.0,56.6,0.2,3.7,28.0,0.1, 
Mark Ingram,RB,NO,0.0,0.0,0.0,55.4,0.7,2.1,16.7,0.1, 
Spencer Ware,RB,KC,0.0,0.0,0.0,52.3,0.6,2.4,20.6,0.1, 
LeSean McCoy,RB,BUF,0.0,0.0,0.0,63.5,0.5,2.4,18.6,0.1, 
