Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Ezekiel Elliott,RB,DAL,100.0,0.8,4.2,35.4,0.2
Todd Gurley,RB,LAR,85.3,0.8,4.3,39.5,0.2
Christian McCaffrey,RB,CAR,71.8,0.6,6.5,55.3,0.2
Saquon Barkley,RB,NYG,73.7,0.6,6.3,52.3,0.2
Alvin Kamara,RB,NO,62.7,0.6,5.2,47.5,0.5
Nick Chubb,RB,CLE,83.9,0.8,2.1,18.2,0.1
Phillip Lindsay,RB,DEN,78.4,0.7,2.5,20.8,0.1
David Johnson,RB,ARI,73.2,0.5,3.4,32.2,0.1
Leonard Fournette,RB,JAX,74.9,0.6,2.9,25.0,0.1
Sony Michel,RB,NE,70.8,0.7,1.2,9.0,0.0
Austin Ekeler,RB,LAC,53.4,0.3,4.1,36.1,0.2
Lamar Miller,RB,HOU,67.9,0.5,2.2,17.6,0.1
Joe Mixon,RB,CIN,62.4,0.5,3.0,25.4,0.1
Jeff Wilson,RB,SF,59.2,0.5,3.3,26.2,0.1
Gus Edwards,RB,BAL,79.3,0.5,0.9,8.0,0.0
Adrian Peterson,RB,WAS,68.1,0.6,1.2,10.7,0.0
Mark Ingram,RB,NO,55.3,0.6,2.5,19.5,0.1
Dalvin Cook,RB,MIN,57.3,0.4,3.7,26.2,0.1
Jaylen Samuels,RB,PIT,48.8,0.4,3.3,28.7,0.2
Chris Carson,RB,SEA,60.3,0.5,1.8,16.7,0.1
James White,RB,NE,20.4,0.1,5.6,49.8,0.5
Justin Jackson,RB,LAC,54.9,0.6,1.6,15.2,0.1
Tarik Cohen,RB,CHI,25.1,0.1,5.1,49.1,0.4
Spencer Ware,RB,KC,53.7,0.3,2.5,23.0,0.1
LeSean McCoy,RB,BUF,57.7,0.3,2.4,19.4,0.1
Josh Adams,RB,PHI,60.1,0.5,1.1,7.9,0.0
Tevin Coleman,RB,ATL,44.8,0.2,2.5,23.8,0.2
Marlon Mack,RB,IND,53.9,0.3,2.1,16.6,0.1
Kenyan Drake,RB,MIA,33.1,0.2,4.0,31.5,0.2
Doug Martin,RB,OAK,53.1,0.3,1.7,12.4,0.0
Jordan Howard,RB,CHI,52.6,0.4,1.2,9.4,0.0
LeGarrette Blount,RB,DET,53.9,0.4,0.6,4.8,0.0
Dion Lewis,RB,TEN,40.7,0.2,3.3,22.7,0.1
Peyton Barber,RB,TB,48.2,0.3,1.6,11.7,0.0
Stevan Ridley,RB,PIT,34.7,0.5,1.2,8.8,0.0
Theo Riddick,RB,DET,20.9,0.1,4.8,35.7,0.1
Derrick Henry,RB,TEN,42.6,0.3,1.3,9.4,0.0
Jalen Richard,RB,OAK,21.7,0.1,4.5,36.3,0.1
Chris Thompson,RB,WAS,18.5,0.1,3.9,32.9,0.1
Duke Johnson,RB,CLE,15.4,0.1,3.3,30.7,0.1
Royce Freeman,RB,DEN,36.6,0.2,0.9,6.3,0.0
Elijah McGuire,RB,NYJ,28.2,0.1,2.3,19.1,0.1
Nyheim Hines,RB,IND,21.2,0.1,3.2,23.3,0.1
Ty Montgomery,RB,BAL,9.5,0.1,3.7,32.8,0.1
T.J. Yeldon,RB,JAX,15.8,0.0,3.4,26.6,0.1
Giovani Bernard,RB,CIN,16.2,0.1,2.6,20.4,0.1
Alfred Blue,RB,HOU,27.7,0.1,0.9,7.6,0.0
Latavius Murray,RB,MIN,26.3,0.1,1.0,6.8,0.0
Corey Clement,RB,PHI,17.6,0.1,1.7,15.0,0.0
Rex Burkhead,RB,NE,18.6,0.1,1.2,11.7,0.0
Rashaad Penny,RB,SEA,24.9,0.1,0.6,5.2,0.0
Chris Ivory,RB,BUF,19.7,0.1,0.9,9.5,0.0
Damien Williams,RB,KC,17.8,0.1,1.1,7.7,0.0
Jamaal Williams,RB,GB,19.8,0.1,1.1,8.7,0.0
Mike Davis,RB,SEA,15.3,0.1,1.4,11.0,0.0
Darren Sproles,RB,PHI,12.6,0.1,1.8,14.6,0.1
Chase Edmonds,RB,ARI,16.1,0.1,1.3,9.0,0.0
Wayne Gallman,RB,NYG,13.2,0.1,1.2,8.8,0.0
Ronald Jones,RB,TB,11.8,0.1,1.2,8.6,0.0
Devontae Booker,RB,DEN,6.1,0.1,1.6,14.5,0.0
DeAndre Washington,RB,OAK,15.3,0.1,0.7,5.2,0.0
Kenneth Dixon,RB,BAL,16.7,0.1,0.3,1.9,0.0
Kyle Juszczyk,RB,SF,2.5,0.0,1.5,14.5,0.1
Jacquizz Rodgers,RB,TB,6.2,0.0,1.5,12.1,0.0
Jordan Wilkins,RB,IND,10.9,0.1,0.7,4.9,0.0
Taquan Mizzell,RB,CHI,5.0,0.0,0.8,6.7,0.0
Justin Davis,RB,LAR,7.5,0.1,0.4,3.9,0.0
Zach Zenner,RB,DET,8.3,0.1,0.5,3.8,0.0
Trenton Cannon,RB,NYJ,5.7,0.0,1.0,8.2,0.0
Rod Smith,RB,DAL,8.1,0.1,0.3,2.4,0.0
Carlos Hyde,RB,JAX,9.6,0.0,0.3,1.8,0.0
Wendell Smallwood,RB,PHI,5.3,0.0,0.6,5.3,0.0
Matt Dayes,RB,SF,5.8,0.0,0.4,3.3,0.0
Trey Edmunds,RB,PIT,6.0,0.0,0.4,3.3,0.0
Dontrell Hilliard,RB,CLE,2.4,0.0,0.4,4.7,0.0
Andy Janovich,RB,DEN,0.9,0.0,0.6,6.1,0.0
Anthony Sherman,RB,KC,0.6,0.0,0.6,5.4,0.0
James Develin,RB,NE,1.2,0.1,0.3,2.3,0.0
Cameron Artis-Payne,RB,CAR,4.9,0.0,0.1,1.0,0.0
Javorius Allen,RB,BAL,1.8,0.0,0.5,3.3,0.0
C.J. Ham,RB,MIN,0.7,0.0,0.5,4.4,0.0
Patrick DiMarco,RB,BUF,0.4,0.0,0.3,3.4,0.0
Detrez Newsome,RB,LAC,3.1,0.0,0.1,1.0,0.0
Elijhaa Penny,RB,NYG,0.6,0.0,0.5,3.8,0.0
Kalen Ballage,RB,MIA,1.7,0.0,0.4,2.9,0.0
Roosevelt Nix,RB,PIT,0.0,0.0,0.4,3.9,0.0
Zach Line,RB,NO,0.6,0.0,0.3,2.4,0.0
Ameer Abdullah,RB,MIN,1.4,0.0,0.2,1.9,0.0
