NFL $4M Roman Fantasy Football Millionaire [$1M to 1st]	$10.00	$4,000,000	150	470,588	470,587	21%	273.56	$1,000,000	182.78	$15.00
NFL $1.5M Wildcat [$250K to 1st]	$333.00	$1,500,000	150	5,005	4,920	21%	263.76	$250,000	191.90	$500.00
NFL $1M Bootleg [$100K to 1st]	$33.00	$1,000,000	150	35,338	33,981	21%	258.98	$100,000	187.58	$55.00
NFL $1M Fourth Down Conversion [$200K to 1st]	$4,444.00	$1,000,000	7	250	250	19%	242.60	$200,000	202.88	$7,500.00
NFL $750K Play-Action [20 Entry Max]	$3.00	$750,000	20	297,265	297,265	23%	272.46	$75,000	178.90	$5.00
NFL $555K Power Sweep [3 Entry Max, $100K to 1st]	$150.00	$555,000	3	4,111	4,111	24%	254.76	$100,000	194.86	$225.00
NFL $250K Play-Action	$3.00	$250,000	20	99,088	99,088	25%	269.56	$25,000	176.16	$5.00
NFL $200K First Down	$1.00	$200,000	20	237,812	237,812	25%	275.86	$10,000	175.18	$2.00
NFL $200K Luxury Box [$50K to 1st]	$2,120.00	$200,000	3	100	100	25%	254.08	$50,000	200.18	$3,500.00
NFL MASSIVE $25 Double Up	$25.00	$200,000	150	9,195	9,195	44%	248.28	$50	205.08	$50.00
NFL $200K Spy [Single Entry, $30K to 1st]	$100.00	$200,000	1	2,222	2,222	20%	256.86	$30,000	199.86	$200.00
NFL MASSIVE $25 Double Up [Single Entry]	$25.00	$150,000	1	6,896	6,896	44%	251.40	$50	195.28	$50.00
NFL $150K Nickel [3 Entry Max]	$5.00	$150,000	3	35,671	35,671	25%	265.56	$20,000	183.20	$8.00
NFL $150K Thunderdome [Single Entry]	$5,300.00	$150,000	1	30	29	23%	228.68	$50,000	203.98	$10,000.00
NFL $150K Fair Catch [Single Entry]	$12.00	$150,000	1	14,705	14,705	24%	257.68	$15,000	189.26	$18.00
NFL MASSIVE $5 Double Up	$5.00	$125,000	150	28,735	28,735	44%	248.28	$10	205.08	$10.00
NFL MASSIVE $100 Double Up [Single Entry]	$100.00	$100,000	1	1,111	1,111	45%	258.00	$200	201.68	$200.00
NFL $100K Juke [3 Entry Max]	$400.00	$100,000	3	277	277	21%	248.88	$20,000	205.08	$800.00
NFL MASSIVE $5 Double Up	$5.00	$100,000	150	22,988	22,988	44%	253.48	$10	205.08	$10.00
NFL $100K Super Booster [Top 100 Win $1,000]	$27.00	$100,000	129	4,319	4,319	2%	244.58	$1,000	225.08	$1,000.00
NFL $100K Pylon [Single Entry]	$3.00	$100,000	1	39,635	39,635	25%	261.96	$10,000	180.38	$5.00
NFL $100K Hard Count [3 Entry Max]	$20.00	$100,000	3	5,882	5,882	25%	257.26	$10,000	189.98	$30.00
NFL $100K Red Zone [Single Entry]	$50.00	$100,000	1	2,272	2,272	23%	248.28	$10,000	196.38	$75.00
NFL $100K Flea Flicker [$10K to 1st]	$5.00	$100,000	150	23,781	23,781	27%	264.56	$10,000	185.98	$8.00
NFL $100K Slant	$9.00	$100,000	150	13,071	13,071	24%	264.56	$10,000	189.88	$15.00
NFL MASSIVE $50 Double Up [Single Entry]	$50.00	$100,000	1	2,272	2,272	44%	252.16	$100	199.88	$100.00
NFL $100K Play-Action [20 Entry Max]	$3.00	$100,000	20	39,635	39,635	25%	258.18	$10,000	174.50	$5.00
NFL $100K Spy [Single Entry, $10K to 1st]	$100.00	$100,000	1	1,111	1,111	25%	248.28	$10,000	198.96	$150.00
NFL GIANT $250 Double Up [Single Entry]	$250.00	$75,000	1	333	333	45%	247.18	$500	205.08	$500.00
NFL GIANT $10 Double Up	$10.00	$75,000	150	8,620	8,620	44%	248.28	$20	205.08	$20.00
NFL $75K Engage Eight [3 Entry Max]	$8.00	$75,000	3	11,029	11,029	26%	262.86	$7,500	188.28	$12.00
NFL GIANT $5 Double Up [Single Entry]	$5.00	$75,000	1	17,241	17,241	44%	263.48	$10	184.06	$10.00
NFL GIANT $10 Double Up [Single Entry]	$10.00	$75,000	1	8,620	8,620	44%	260.98	$20	194.50	$20.00
$10M Fantasy Football World Championship Qualifier #40	$500.00	$71,811	5	167	167	7%	241.58	$0	220.66	$500.00
$10M Fantasy Football World Championship Qualifier #34	$5.00	$70,096	150	16,669	16,669	7%	260.18	$0	204.76	$5.00
$10M Fantasy Football World Championship Qualifier #35	$5.00	$70,096	150	16,669	16,669	7%	256.98	$0	205.46	$5.00
$10M Fantasy Football World Championship Qualifier #36	$16.00	$68,991	150	5,072	4,503	6%	249.58	$0	206.08	$16.00
$10M Fantasy Football World Championship Qualifier #37	$33.00	$68,961	73	2,458	2,075	6%	256.98	$0	209.98	$33.00
$10M Fantasy Football World Championship Qualifier #39	$150.00	$68,111	16	534	534	5%	241.58	$0	215.20	$150.00
$10M Fantasy Football World Championship Qualifier #38	$50.00	$67,661	47	1,592	1,370	5%	249.58	$0	212.38	$50.00
$10M Fantasy Football World Championship Qualifier #41	$1,100.00	$65,311	2	69	67	4%	217.80	$0	212.76	$1,100.00
$10M Fantasy Football World Championship Qualifier #43	$7,250.00	$62,611	1	10	0	0%		$0		$0.00
$10M Fantasy Football World Championship Qualifier #42	$5,600.00	$62,611	1	13	12	8%	218.58	$0	218.58	$0.00
NFL GIANT $1,060 50-50	$1,060.00	$50,000	1	50	50	50%	233.78	$2,000	198.98	$2,000.00
NFL GIANT $50 Double Up	$50.00	$50,000	34	1,136	1,136	44%	247.18	$100	205.08	$100.00
NFL GIANT $25 Double Up [Single Entry]	$25.00	$50,000	1	2,298	2,298	44%	247.18	$50	200.88	$50.00
NFL $50K Game Changer [Single Entry]	$1,060.00	$50,000	1	50	50	20%	237.28	$15,000	208.58	$2,000.00
NFL $50K Sunday Special [$10K to 1st]	$10.00	$50,000	150	5,882	5,882	23%	245.40	$10,000	179.60	$15.00
NFL $50K Quarter Jukebox [Just $0.25!]	$0.25	$50,000	20	237,812	237,812	25%	285.38	$2,000	176.50	$0.50
NFL $50K Mini-MAX [150 Entry Max]	$0.50	$50,000	150	118,906	118,906	21%	284.16	$10,000	187.66	$1.00
NFL GIANT $1,060 50-50	$1,060.00	$40,000	1	40	40	50%	233.78	$2,000	197.20	$2,000.00
NFL GIANT $2 Double Up	$2.00	$40,000	20	22,988	22,988	44%	255.38	$4	198.98	$4.00
NFL GIANT $100 Double Up	$100.00	$35,000	11	388	388	45%	247.18	$200	195.28	$200.00
NFL GIANT $530 50-50	$530.00	$35,000	2	70	70	50%	233.78	$1,000	196.18	$1,000.00
NFL $30K Luxury Box [$12K to 1st]	$2,120.00	$30,000	1	15	15	27%	231.10	$12,000	203.98	$4,000.00
NFL $30K Spin Move [Single Entry]	$300.00	$30,000	1	111	111	23%	235.68	$5,000	202.70	$600.00
NFL $30K Hot Route	$100.00	$30,000	9	333	333	29%	242.60	$4,000	189.38	$150.00
NFL $30K Super Booster [Top 300 Win $100]	$4.00	$30,000	20	8,823	8,823	3%	252.90	$100	220.68	$100.00
NFL $30K Chop Block [$5K to 1st]	$50.00	$30,000	20	681	681	24%	254.76	$5,000	194.38	$75.00
NFL GIANT $250 Double Up	$250.00	$30,000	3	133	133	45%	233.78	$500	196.18	$500.00
NFL $25K Hail Mary	$12.00	$25,000	73	2,450	2,450	23%	265.16	$2,500	189.26	$18.00
NFL GIANT $10 Double Up [Single Entry]	$10.00	$25,000	1	2,873	2,873	44%	250.26	$20	202.20	$20.00
NFL $25K Touchdown	$200.00	$25,000	4	138	138	23%	234.60	$5,000	197.88	$300.00
NFL $25K Red Zone [Single Entry]	$50.00	$25,000	1	568	568	24%	247.48	$3,000	193.16	$75.00
NFL GIANT $10 Double Up	$10.00	$25,000	86	2,873	2,873	44%	247.18	$20	211.68	$20.00
NFL GIANT $100 Double Up [Single Entry]	$100.00	$25,000	1	277	277	45%	241.58	$200	205.08	$200.00
NFL GIANT $250 Double Up [Single Entry]	$250.00	$25,000	1	111	111	45%	234.66	$500	213.18	$500.00
NFL $25K Singleback [3 Entry Max]	$1.00	$25,000	3	29,726	29,726	25%	267.76	$1,500	183.16	$2.00
NFL $25K Stiff Arm [Single Entry]	$555.00	$25,000	1	50	50	22%	220.68	$7,000	202.88	$1,000.00
NFL GIANT $50 Double Up [Single Entry]	$50.00	$25,000	1	568	568	44%	240.68	$100	202.00	$100.00
NFL $25K First Down [20 Entry Max]	$1.00	$25,000	20	29,726	29,726	25%	270.06	$1,500	175.98	$2.00
NFL $25K Red Zone [Single Entry]	$50.00	$25,000	1	568	568	24%	247.18	$3,000	197.22	$75.00
NFL GIANT $5 Double Up [Single Entry]	$5.00	$25,000	1	5,747	5,747	44%	256.98	$10	199.18	$10.00
NFL $20K Safety	$2.00	$20,000	20	11,890	11,890	25%	269.18	$2,000	186.60	$3.00
NFL $20K Spy [Single Entry]	$100.00	$20,000	1	222	222	26%	235.68	$3,000	188.86	$150.00
NFL $18K Game Changer [Single Entry]	$1,060.00	$18,000	1	18	18	22%	231.10	$8,000	208.00	$2,000.00
Week 4 DFS Edge Listener League	$5.00	$17,500	3	3,500	3,500	26%	257.68	$500	194.90	$10.00
NFL $15K Hard Count [3 Entry Max]	$20.00	$15,000	3	882	882	24%	247.96	$1,500	190.00	$30.00
NFL $15K Stiff Arm [Single Entry]	$555.00	$15,000	1	30	30	23%	228.68	$4,000	206.56	$1,000.00
NFL $15K Mini-MAX [150 Entry Max]	$0.50	$15,000	150	35,671	35,671	22%	263.90	$1,200	188.28	$1.00
NFL $15K Fair Catch [Single Entry]	$12.00	$15,000	1	1,470	1,470	26%	262.56	$1,500	185.50	$18.00
NFL $15K Fair Catch [Single Entry]	$12.00	$15,000	1	1,470	1,470	26%	255.36	$1,500	183.90	$18.00
NFL $15K Daily Dollar [Single Entry]	$1.00	$15,000	1	17,835	17,835	25%	267.56	$750	183.96	$1.50
NFL $12K Flea Flicker	$5.00	$12,000	85	2,853	2,853	26%	249.16	$1,000	184.18	$8.00
NFL $12K Red Zone [Single Entry]	$50.00	$12,000	1	272	272	26%	234.98	$1,200	191.08	$75.00
NFL $10K Slant	$9.00	$10,000	39	1,307	1,307	26%	261.96	$500	185.58	$15.00
NFL $530 50-50 [Top 50% Win]	$530.00	$10,000	1	20	20	50%	225.08	$1,000	217.38	$1,000.00
NFL $1,060 50-50 [Top 50% Win]	$1,060.00	$10,000	1	10	0	0%		$0		$0.00
NFL $1,060 50-50 [Top 50% Win]	$1,060.00	$10,000	1	10	0	0%		$0		$0.00
NFL $10K Hard Count [3 Entry Max]	$20.00	$10,000	3	588	588	25%	247.48	$1,000	190.88	$30.00
NFL $1,060 50-50 [Top 50% Win]	$1,060.00	$10,000	1	10	0	0%		$0		$0.00
NFL $25 Double Up	$25.00	$10,000	13	459	459	44%	248.28	$50	205.08	$50.00
NFL Single Entry $25 Double Up	$25.00	$10,000	1	459	459	44%	237.28	$50	199.18	$50.00
NFL $530 50-50 [Top 50% Win]	$530.00	$10,000	1	20	20	50%	233.78	$1,000	217.38	$1,000.00
NFL $10K Hail Mary	$12.00	$10,000	29	980	980	25%	247.18	$1,000	188.76	$18.00
NFL Single Entry $25 Double Up	$25.00	$10,000	1	459	459	44%	247.96	$50	186.50	$50.00
NFL $10K First Down [20 Entry Max]	$1.00	$10,000	20	11,890	11,890	26%	257.26	$500	176.48	$1.50
NFL BIG 10x Booster [Top 500 Win $20]	$2.00	$10,000	20	5,882	5,882	9%	248.88	$20	208.60	$20.00
NFL Single Entry $2 Double Up	$2.00	$10,000	1	5,747	5,747	44%	253.28	$4	194.68	$4.00
NFL Fantasy Football Millionaire SUPERSatellite [500x]	$1.00	$10,000	20	11,890	11,890	4%	251.38	$0	207.48	$0.00
NFL Single Entry $25 Double Up	$25.00	$10,000	1	459	459	44%	240.10	$50	192.48	$50.00
NFL $10K Nickel [3 Entry Max]	$5.00	$10,000	3	2,378	2,378	24%	247.96	$1,000	183.46	$8.00
Casual NFL $10K Front Four	$4.00	$10,000	10	2,972	2,972	24%	243.80	$1,000	181.30	$6.00
NFL $25 Double Up	$25.00	$10,000	13	459	459	44%	247.96	$50	191.68	$50.00
NFL $50 200-Player (Top 20 Win)	$50.00	$9,000	1	200	0	0%		$0		$0.00
gametime	$50.00	$9,000	1	200	0	0%		$0		$0.00
NFL $1M King of the Beach Qualifier #52	$20.00	$8,598	5	505	505	6%	248.88	$0	219.30	$30.00
NFL $1M King of the Beach Qualifier #51	$20.00	$8,598	5	505	505	6%	249.48	$0	218.18	$30.00
NFL $1M King of the Beach Qualifier #49	$4.00	$8,558	5	2,543	2,543	5%	260.18	$0	211.46	$6.00
NFL $1M King of the Beach Qualifier #50	$12.00	$8,538	5	837	837	5%	240.68	$0	212.18	$20.00
NFL $1M King of the Beach Qualifier #48	$1.00	$8,518	5	10,127	10,127	3%	262.46	$0	211.92	$2.00
NFL $5 Double Up	$5.00	$8,000	55	1,839	1,839	44%	235.68	$10	188.98	$10.00
NFL $10 Double Up	$10.00	$8,000	27	919	919	44%	247.96	$20	198.58	$20.00
NFL $50 Double Up	$50.00	$8,000	5	181	181	44%	233.78	$100	191.30	$100.00
NFL $5 Double Up	$5.00	$7,000	48	1,609	1,609	44%	255.38	$10	205.08	$10.00
NFL $6K Chop Block	$50.00	$6,000	4	136	136	19%	238.30	$1,200	193.96	$100.00
NFL Fantasy Football Millionaire SUPERSatellite [300x]	$5.00	$6,000	42	1,426	1,426	21%	249.16	$0	194.58	$0.00
NFL $6K Quarter Jukebox [Just $0.25!]	$0.25	$6,000	20	28,537	28,537	26%	272.90	$300	175.50	$0.50
NFL $5,600 FFWC Qualifier Satellite	$565.00	$5,600	1	11	11	9%	199.58	$0	199.58	$0.00
NFL $5,425 FFWC MEGAQualifier Satellite	$600.00	$5,425	1	10	0	0%		$0		$0.00
