,vals
const,0.3638698686176926
CBS,-0.21726223996686572
ESPN,-0.07411745660125235
FFToday,0.07494380327704538
FantasyPros,0.44508452152678857
NFL,0.5601450942466595
Yahoo,0.08118261835171178
