player,team,pos,proj,cost
Blake Bortles,JAX,QB,12.512566666666668,280.0
Saquon Barkley,NYG,RB,23.228666666666665,1560.0
Giovani Bernard,CIN,RB,18.548333333333332,620.0
Antonio Brown,PIT,WR,25.186999999999998,1080.0
A.J. Green,CIN,WR,18.061333333333334,210.0
Tyreek Hill,KC,WR,19.717333333333332,220.0
George Kittle,SF,TE,13.602000000000002,320.0
Jason Sanders,MIA,K,6.530000000000001,460.0
Houston Texans,HOU,DST,1.9419999999999993,160.0
,,,139.32923333333332,4910.0
