player,team,pos,proj,cost
Deshaun Watson,HOU,QB,12.477633333333337,300.0
Saquon Barkley,NYG,RB,25.00366666666667,910.0
Dion Lewis,TEN,RB,13.835666666666665,320.0
Odell Beckham,NYG,WR,22.453666666666663,1370.0
DeAndre Hopkins,HOU,WR,20.939999999999998,950.0
Adam Thielen,MIN,WR,23.814666666666668,360.0
Jack Doyle,IND,TE,14.675999999999998,180.0
Brandon McManus,DEN,K,6.98,320.0
Chicago Bears,CHI,DST,2.8520000000000008,230.0
,,,143.0333,4940.0
