player,team,pos,proj,cost
Deshaun Watson,HOU,QB,12.477633333333337,300.0
Saquon Barkley,NYG,RB,25.00366666666667,910.0
Dion Lewis,TEN,RB,13.835666666666665,320.0
Odell Beckham,NYG,WR,22.453666666666663,1370.0
Golden Tate,PHI,WR,17.351333333333333,560.0
Adam Thielen,MIN,WR,23.814666666666668,360.0
Jack Doyle,IND,TE,14.675999999999998,180.0
Brandon McManus,DEN,K,6.98,320.0
Los Angeles Chargers,LAC,DST,3.842000000000001,300.0
,,,140.43463333333332,4620.0
