Player,Bye,Proj,Actual,Pts vs.*,Sack,Safe,TFL,Int,Fum Rec,TD,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,Yds,TD,TD,POS
No new player Notes Chicago Chi - DEF Final (W) 41-9 @ Buf,5,62,62,15.0,3.3,0.0,4.3,1.1,0.7,0.2,0.1,0.1,0.3,269,3.6,95.0,0.2,0.1,DST
No new player Notes Miami Mia - DEF Final (W) 13-6 vs NYJ,11,97,97,20.0,2.7,0.0,2.9,1.2,0.6,0.2,0.0,0.0,0.4,339,3.0,76.3,0.2,0.0,DST
No new player Notes Dallas Dal - DEF Final (L) 28-14 vs Ten,8,105,105,17.8,3.1,0.0,4.4,1.0,0.6,0.1,0.0,0.0,0.6,312,3.1,72.5,0.1,0.0,DST
No new player Notes Houston Hou - DEF Final (W) 19-17 @ Den,10,128,128,23.8,2.8,0.1,4.4,0.8,0.6,0.2,0.1,0.0,0.3,360,2.7,83.1,0.2,0.1,DST
No new player Notes Kansas City KC - DEF Final (W) 37-21 @ Cle,12,129,129,21.8,3.0,0.0,3.9,1.0,0.6,0.2,0.0,0.0,0.9,349,3.5,52.5,0.2,0.0,DST
No new player Notes Minnesota Min - DEF Final (W) 24-9 vs Det,10,149,149,21.5,2.6,0.1,4.4,0.8,0.5,0.2,0.1,0.0,0.8,386,3.3,75.3,0.2,0.1,DST
No new player Notes Washington Was - DEF Final (L) 38-14 vs Atl,4,161,161,23.8,2.8,0.0,3.7,0.8,0.6,0.2,0.0,0.0,0.5,389,2.7,68.1,0.2,0.0,DST
No new player Notes Carolina Car - DEF Final (W) 42-28 vs TB,4,164,164,24.5,3.1,0.0,4.6,1.0,0.6,0.2,0.0,0.1,0.9,390,3.7,37.0,0.2,0.0,DST
No new player Notes New York NYJ - DEF Final (L) 13-6 @ Mia,11,165,165,23.0,2.5,0.0,2.7,1.0,0.6,0.1,0.0,0.0,0.4,351,2.8,67.8,0.1,0.0,DST
No new player Notes Denver Den - DEF Final (L) 19-17 vs Hou,10,176,176,22.8,2.7,0.0,3.6,0.8,0.6,0.2,0.1,0.1,0.4,360,3.8,46.3,0.2,0.1,DST
