Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Jason Witten, Dal TE",@NYG,W 30-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Antonio Gates, LAC TE",Wsh,W 30-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Winslow, NYJ TE",@Den,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Benjamin Watson, NO TE",@Atl,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Alex Smith, Wsh TE",@LAC,L 13-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vernon Davis, Wsh TE",@LAC,L 13-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Marcedes Lewis, Jax TE",Sea,W 30-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony Fasano, Mia TE",NE,W 27-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Owen Daniels, Den TE",NYJ,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Delanie Walker, Ten TE",@Ari,L 7-12,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Daniel Fells, NYG TE",Dal,L 10-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Olsen, Car TE",Min,W 31-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matt Spaeth, Pit TE",Bal,W 39-38,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Scott Chandler*, NE TE",@Mia,L 20-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brent Celek, Phi TE",@LAR,W 43-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clark Harris, Cin TE",Chi,L 7-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Fred Davis, Wsh TE",@LAC,L 13-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Martellus Bennett, NE TE",@Mia,L 20-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Craig Stevens, Ten TE",@Ari,L 7-12,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gary Barnidge, Cle TE",GB,L 21-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jacob Tamme, Atl TE",NO,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Davis, NYJ TE",@Den,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matthew Mulligan, Det TE",@TB,W 24-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Johnson, Pit TE",Bal,W 39-38,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Casey, Den TE",NYJ,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Coffman, Ind TE",@Buf,L 7-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jared Cook, Oak TE",@KC,L 15-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bear Pascoe, NE TE",@Mia,L 20-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Pettigrew, Det TE",@TB,W 24-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"John Phillips, NO TE",@Atl,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Miller*, Chi TE",@Cin,W 33-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Myers, TB TE",Det,L 21-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jermaine Gresham, Ari TE",Ten,W 12-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
