Player,OPP,STATUS ET,1-39,40-49,50+,TOT,XP,PTS,POS
"Adam Vinatieri, Ind K",@Bal,L 16-23,--/--,--/--,--/--,--/--,--/--,--,K
"Phil Dawson, Ari K",NYG,W 23-0,--/--,--/--,--/--,--/--,--/--,--,K
"Sebastian Janikowski, Oak K",@Phi,L 10-19,--/--,--/--,--/--,--/--,--/--,--,K
"Shayne Graham, Atl K",@NO,L 13-23,--/--,--/--,--/--,--/--,--/--,--,K
"Billy Cundiff, Cle K",@Chi,L 3-20,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Bryant, Atl K",@NO,L 13-23,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Brown, NYG K",@Ari,L 0-23,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Scobee, NO K",Atl,W 23-13,--/--,--/--,--/--,--/--,--/--,--,K
"Mike Nugent, Chi K",Cle,W 20-3,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Novak, LAC K",@NYJ,W 14-7,--/--,--/--,--/--,--/--,--/--,--,K
"Robbie Gould, SF K",Jax,W 44-33,--/--,--/--,--/--,--/--,--/--,--,K
"Shaun Suisham, Pit K",@Hou,W 34-6,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Gostkowski, NE K",Buf,W 37-16,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Folk, TB K",@Car,L 19-22,--/--,--/--,--/--,--/--,--/--,--,K
"Mason Crosby, GB K",Min,L 0-16,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Prater, Det K",@Cin,L 17-26,--/--,--/--,--/--,--/--,--/--,--,K
"Garrett Hartley, Pit K",@Hou,W 34-6,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Carpenter, Buf K",@NE,L 16-37,--/--,--/--,--/--,--/--,--/--,--,K
"Connor Barth, Chi K",Cle,W 20-3,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Hauschka, Buf K",@NE,L 16-37,--/--,--/--,--/--,--/--,--/--,--,K
"Graham Gano, Car K",TB,W 22-19,--/--,--/--,--/--,--/--,--/--,--,K
"Ryan Succop, Ten K",LAR,L 23-27,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Bailey, Dal K",Sea,L 12-21,--/--,--/--,--/--,--/--,--/--,--,K
"Kai Forbath, Min K",@GB,W 16-0,--/--,--/--,--/--,--/--,--/--,--,K
"Greg Zuerlein, LAR K",@Ten,W 27-23,--/--,--/--,--/--,--/--,--/--,--,K
"Blair Walsh, Sea K",@Dal,W 21-12,--/--,--/--,--/--,--/--,--/--,--,K
"Randy Bullock, Cin K",Det,W 26-17,--/--,--/--,--/--,--/--,--/--,--,K
"Giorgio Tavecchio, Oak K",@Phi,L 10-19,--/--,--/--,--/--,--/--,--/--,--,K
"Justin Tucker, Bal K",Ind,W 23-16,--/--,--/--,--/--,--/--,--/--,--,K
"Brandon Bogotay, TB K",@Car,L 19-22,--/--,--/--,--/--,--/--,--/--,--,K
"Caleb Sturgis, LAC K",@NYJ,W 14-7,--/--,--/--,--/--,--/--,--/--,--,K
"Dustin Hopkins, Wsh K",Den,W 27-11,--/--,--/--,--/--,--/--,--/--,--,K
"Zach Hocker, TB K",@Car,L 19-22,--/--,--/--,--/--,--/--,--/--,--,K
"Travis Coons, LAC K",@NYJ,W 14-7,--/--,--/--,--/--,--/--,--/--,--,K
"Chandler Catanzaro, TB K",@Car,L 19-22,--/--,--/--,--/--,--/--,--/--,--,K
"Brandon McManus, Den K",@Wsh,L 11-27,--/--,--/--,--/--,--/--,--/--,--,K
"Cairo Santos, NYJ K",LAC,L 7-14,--/--,--/--,--/--,--/--,--/--,--,K
"Cody Parkey, Chi K",Cle,W 20-3,--/--,--/--,--/--,--/--,--/--,--,K
"Chris Boswell, Pit K",@Hou,W 34-6,--/--,--/--,--/--,--/--,--/--,--,K
"Kasey Redfern, Det K",@Cin,L 17-26,--/--,--/--,--/--,--/--,--/--,--,K
"Patrick Murray, TB K",@Car,L 19-22,--/--,--/--,--/--,--/--,--/--,--,K
"Jordan Gay, Ten K",LAR,L 23-27,--/--,--/--,--/--,--/--,--/--,--,K
"Jason Myers, Sea K",@Dal,W 21-12,--/--,--/--,--/--,--/--,--/--,--,K
"Kyle Brindza, NYJ K",LAC,L 7-14,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Lambo, Jax K",@SF,L 33-44,--/--,--/--,--/--,--/--,--/--,--,K
"Andrew Franks, Mia K",@KC,L 13-29,--/--,--/--,--/--,--/--,--/--,--,K
"Roberto Aguayo, LAC K",@NYJ,W 14-7,--/--,--/--,--/--,--/--,--/--,--,K
"Wil Lutz, NO K",Atl,W 23-13,--/--,--/--,--/--,--/--,--/--,--,K
"Aldrick Rosas, NYG K",@Ari,L 0-23,--/--,--/--,--/--,--/--,--/--,--,K
"Jake Elliott, Phi K",Oak,W 19-10,--/--,--/--,--/--,--/--,--/--,--,K
"Zane Gonzalez, Cle K",@Chi,L 3-20,--/--,--/--,--/--,--/--,--/--,--,K
"Harrison Butker, KC K",Mia,W 29-13,--/--,--/--,--/--,--/--,--/--,--,K
"Younghoe Koo, LAC K",@NYJ,W 14-7,--/--,--/--,--/--,--/--,--/--,--,K
"Ka'imi Fairbairn, Hou K",Pit,L 6-34,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Rose, LAC K",@NYJ,W 14-7,--/--,--/--,--/--,--/--,--/--,--,K
"Sam Ficken, LAR K",@Ten,W 27-23,--/--,--/--,--/--,--/--,--/--,--,K
