,vals
const,0.027030667550342755
CBS,0.02962766880558545
ESPN,0.5062908523370687
FFToday,-0.0995120489286605
FantasyPros,0.49792283326790704
NFL,-0.038377293463155986
Yahoo,0.08635212901879097
