Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Bengals, CIN",1.5,0.0,4.2,36.2,0.6,0.8,0.28,13.8,181.0,94.0,275,18,DST
"Jaguars, JAC",0.9,0.0,2.9,42.4,1.2,1.7,0.28,20.2,187.0,112.0,299,14,DST
"Broncos, DEN",0.8,0.0,1.9,38.5,0.8,1.1,0.22,17.6,160.0,88.0,248,14,DST
"Titans, TEN",1.4,0.0,2.5,43.4,0.7,1.0,0.27,19.4,177.0,116.0,293,14,DST
"Steelers, PIT",1.2,0.0,2.6,44.4,0.8,1.2,0.25,16.1,163.0,109.0,272,14,DST
"Cardinals, ARI",0.8,0.0,3.0,38.9,0.9,1.2,0.24,15.9,172.0,103.0,275,13,DST
"Packers, GB",1.3,0.0,2.4,38.6,1.1,1.5,0.32,17.3,215.0,115.0,330,13,DST
"Seahawks, SEA",0.8,0.0,2.9,40.7,0.6,0.8,0.23,16.8,199.0,95.0,294,13,DST
"Chiefs, KC",0.9,0.0,1.5,43.0,1.3,1.7,0.37,17.7,248.0,122.0,370,12,DST
"Jets, NYJ",0.9,0.0,1.3,39.6,0.7,1.0,0.22,18.1,174.0,104.0,278,11,DST
"Raiders, OAK",1.4,0.0,2.2,43.9,1.4,1.9,0.32,21.7,219.0,126.0,345,11,DST
"Patriots, NE",1.2,0.0,2.2,42.2,0.7,1.0,0.28,17.5,214.0,117.0,331,11,DST
"Lions, DET",0.6,0.0,1.9,41.9,0.6,0.8,0.23,19.7,198.0,90.0,288,11,DST
"Giants, NYG",1.1,0.0,2.0,42.1,0.9,1.2,0.24,19.1,228.0,89.0,317,11,DST
"Eagles, PHI",1.2,0.0,2.1,41.1,1.2,1.6,0.34,22.1,245.0,93.0,338,10,DST
"Vikings, MIN",0.7,0.0,2.5,43.3,0.7,1.0,0.27,19.4,232.0,82.0,314,10,DST
"Buccaneers, TB",0.9,0.0,1.9,42.2,0.9,1.2,0.22,17.3,271.0,71.0,342,10,DST
"Ravens, BAL",1.2,0.0,1.6,42.0,0.7,1.0,0.23,17.4,229.0,92.0,321,10,DST
"Texans, HOU",0.9,0.0,1.9,41.1,0.7,0.9,0.25,20.6,207.0,115.0,322,10,DST
"Saints, NO",0.8,0.0,2.1,39.7,0.7,1.0,0.22,19.1,236.0,98.0,334,10,DST
"Cowboys, DAL",0.6,0.1,1.9,40.5,0.8,1.2,0.23,18.3,214.0,87.0,301,10,DST
"Browns, CLE",0.7,0.0,2.3,43.2,0.7,1.0,0.19,19.7,250.0,93.0,343,10,DST
"Chargers, LAC",0.8,0.0,3.5,44.0,0.8,1.1,0.23,23.9,208.0,121.0,329,10,DST
"Falcons, ATL",0.5,0.0,2.5,41.8,0.5,0.7,0.18,17.9,160.0,143.0,303,9,DST
"49ers, SF",1.1,0.1,2.0,42.1,0.9,1.3,0.23,23.6,273.0,94.0,367,9,DST
"Panthers, CAR",0.4,0.1,2.6,45.6,0.9,1.2,0.17,26.8,251.0,95.0,346,8,DST
"Colts, IND",0.8,0.0,2.3,42.6,0.6,0.8,0.19,26.7,241.0,114.0,355,8,DST
"Bills, BUF",0.8,0.0,2.5,41.9,0.3,0.4,0.15,25.2,259.0,111.0,370,7,DST
"Dolphins, MIA",0.7,0.0,1.3,47.4,0.6,0.8,0.22,23.0,299.0,105.0,404,7,DST
"Rams, LAR",0.4,0.0,1.8,43.6,0.6,0.8,0.15,25.7,210.0,131.0,341,6,DST
"Redskins, WAS",0.6,0.0,2.4,40.7,0.8,1.1,0.19,27.2,210.0,127.0,337,6,DST
