Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,21.72,348.4,0.14,2.3,0.6,0.7,0.015,0.03
Atlanta Falcons,ATL,24.7,371.1,0.2,2.04,0.7,0.7,0.0,0.04
Baltimore Ravens,BAL,15.5,265.3,0.3,2.68,1.19,0.7,0.02,0.05
Buffalo Bills,BUF,22.259999999999998,303.0,0.2,1.8,1.0,0.5,0.0,0.04
Carolina Panthers,CAR,21.17,371.0,0.2,2.6,0.8,0.66,0.0,0.085
Chicago Bears,CHI,24.235,299.0,0.2,2.8,0.6,0.58,0.0,0.085
Cincinnati Bengals,CIN,24.72,355.0,0.2,2.4,1.0,0.4,0.065,0.085
Cleveland Browns,CLE,22.65,349.0,0.2,1.6,0.9,0.5,0.0,0.04
Dallas Cowboys,DAL,21.45,316.2,0.2,2.4,0.9,0.63,0.0,0.035
Denver Broncos,DEN,20.405,319.8,0.2,2.8,1.0,0.5,0.07500000000000001,0.085
Detroit Lions,DET,19.015,309.0,0.2,2.7,1.0,0.7,0.0,0.085
Green Bay Packers,GB,19.7,336.6,0.2,2.9,0.8,0.6,0.065,0.035
Houston Texans,HOU,27.615000000000002,341.0,0.13,2.5,0.7,0.6,0.1,0.03
Indianapolis Colts,IND,21.65,333.8,0.2,2.1,0.7,0.69,0.0,0.035
Jacksonville Jaguars,JAX,18.700000000000003,327.9,0.2,2.8,1.1,0.77,0.02,0.03
Kansas City Chiefs,KC,23.805,384.0,0.2,1.84,0.9,0.61,0.0,0.03
Los Angeles Chargers,LAC,22.450000000000003,370.0,0.2,2.6,0.9,0.5,0.0,0.035
Los Angeles Rams,LAR,19.2,324.0,0.2,2.2,0.9,0.6,0.02,0.04
Miami Dolphins,MIA,21.1,316.0,0.2,2.2,0.89,0.6,0.0,0.04
Minnesota Vikings,MIN,19.645,336.0,0.2,2.7,0.9,0.6,0.015,0.035
New England Patriots,NE,18.97,370.0,0.2,3.0,1.1,0.6,0.02,0.09
New Orleans Saints,NO,19.1,328.0,0.2,2.4,1.3,0.62,0.0,0.04
New York Giants,NYG,21.9,370.2,0.2,1.56,0.9,0.7,0.0,0.09
New York Jets,NYJ,25.3,361.5,0.2,2.0,0.7,0.58,0.0,0.035
Oakland Raiders,OAK,26.796329534011868,410.2,0.2,1.8087523308652913,0.7,0.63,0.015002343043160084,0.035
Philadelphia Eagles,PHI,20.7,355.5,0.2,2.1,0.9,0.64,0.025,0.085
Pittsburgh Steelers,PIT,18.4,342.3,0.2,3.1,0.8,0.67,0.015,0.09
San Francisco 49ers,SF,25.55,371.7,0.2,1.87,0.8,0.6,0.0,0.04
Seattle Seahawks,SEA,20.22,320.0,0.2,2.2,0.7,0.62,0.015,0.08
Tampa Bay Buccaneers,TB,28.9,434.0,0.2,1.52,0.8,0.6,0.0,0.07500000000000001
Tennessee Titans,TEN,20.645,344.3,0.2,2.49,1.0,0.69,0.07,0.08
Washington Redskins,WAS,22.8,355.2,0.2,2.8,0.8,0.6,0.0,0.03
