Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,17.8,293.0,0.1,2.2,0.4,0.4,0.0,0.0
Atlanta Falcons,ATL,21.35,345.0,0.1,1.8,0.5,0.6,0.0,0.0
Baltimore Ravens,BAL,14.4,255.0,0.1,2.4,1.1,0.6,0.0,0.0
Buffalo Bills,BUF,20.4,292.0,0.15,1.4,0.6,0.3,0.0,0.0
Carolina Panthers,CAR,19.5,323.0,0.1,2.5,0.6,0.5,0.0,0.07
Chicago Bears,CHI,20.6,292.2,0.1,2.2,0.4,0.4,0.0,0.07
Cincinnati Bengals,CIN,23.9,339.0,0.1,2.4,0.8,0.3,0.0,0.07
Cleveland Browns,CLE,21.4,325.7,0.12,1.0,0.6,0.4,0.0,0.0
Dallas Cowboys,DAL,20.11,293.0,0.0,2.1,0.8,0.6,0.0,0.0
Denver Broncos,DEN,17.5,248.0,0.17,2.4,0.6,0.5,0.0,0.07
Detroit Lions,DET,15.7,289.0,0.17,2.4,0.9,0.5,0.0,0.07
Green Bay Packers,GB,16.8,313.0,0.1,2.4,0.8,0.4,0.0,0.0
Houston Texans,HOU,20.1,322.0,0.1,1.7,0.4,0.5,0.03,0.0
Indianapolis Colts,IND,19.68,296.0,0.1,1.7,0.6,0.4,0.0,0.0
Jacksonville Jaguars,JAX,16.04,298.0,0.17,2.1,1.0,0.6,0.0,0.0
Kansas City Chiefs,KC,22.5,368.4,0.1,1.0,0.7,0.5,0.0,0.0
Los Angeles Chargers,LAC,20.3,356.6,0.15,2.26,0.9,0.4,0.0,0.0
Los Angeles Rams,LAR,18.75,310.0,0.16,1.7,0.8,0.5,0.0,0.0
Miami Dolphins,MIA,19.7,298.0,0.15,1.9,0.6,0.4,0.0,0.0
Minnesota Vikings,MIN,19.0,333.4,0.18000000000000002,2.39,0.8,0.5,0.0,0.0
New England Patriots,NE,17.7,358.7,0.1,2.8,0.9,0.4,0.0,0.08
New Orleans Saints,NO,18.22,328.0,0.16,1.8,0.9,0.5,0.0,0.0
New York Giants,NYG,20.8,367.0,0.13,1.2,0.7,0.4,0.0,0.08
New York Jets,NYJ,23.32,313.0,0.1,1.7,0.6,0.4,0.0,0.0
Oakland Raiders,OAK,26.61,409.0,0.1,1.7,0.6,0.5,0.0,0.0
Philadelphia Eagles,PHI,18.9,345.0,0.14,1.6,0.7,0.5,0.0,0.07
Pittsburgh Steelers,PIT,16.5,333.0,0.1,2.5,0.3,0.4,0.0,0.08
San Francisco 49ers,SF,23.94,316.0,0.1,1.6,0.7,0.4,0.0,0.0
Seattle Seahawks,SEA,16.2,306.3,0.1,2.0,0.7,0.5,0.0,0.06
Tampa Bay Buccaneers,TB,27.45,431.8,0.12,1.0,0.5,0.4,0.0,0.05
Tennessee Titans,TEN,18.8,273.0,0.14,2.2,0.7,0.4,0.0,0.06
Washington Redskins,WAS,20.31,340.0,0.16,2.2,0.6,0.5,0.0,0.0
