Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steve Smith Sr., Bal WR",Chi,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Johnson, Ten WR",Ind,W 36-22,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Anquan Boldin, Buf WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,WR
"Larry Fitzgerald, Ari WR",TB,W 38-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jerricho Cotchery, Car WR",Phi,L 23-28,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Wes Welker, LAR WR",@Jax,W 27-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Roddy White, Atl WR",Mia,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Vincent Jackson, TB WR",@Ari,L 33-38,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Joshua Cribbs, Ind WR",@Ten,L 22-36,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Nate Washington, NE WR",@NYJ,W 24-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Lance Moore, Atl WR",Mia,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Greg Jennings, Mia WR",@Atl,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Devin Hester, Sea WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,WR
"Derek Hagan, Ten WR",Ind,W 36-22,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jason Avant, KC WR",Pit,L 13-19,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon Marshall, NYG WR",@Den,W 23-10,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marques Colston, NO WR",Det,W 52-38,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Miles Austin, Phi WR",@Car,W 28-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Calvin Johnson, Det WR",@NO,L 38-52,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Ted Ginn Jr., NO WR",Det,W 52-38,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Dwayne Bowe, Cle WR",@Hou,L 17-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jacoby Jones, Pit WR",@KC,W 19-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
