Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Sack,Int,Frc Fum,Fum Rec,Pass Def,POS,TD
Davante Adams,GB,1.0,0.07,0.0,6.81,84.34,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Nelson Agholor,PHI,1.0,0.95,0.0,4.44,49.34,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Geronimo Allison,GB,1.0,0.18,0.0,3.62,47.39,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Danny Amendola,MIA,1.0,0.18,0.0,4.57,56.17,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Doug Baldwin,SEA,1.0,0.35,0.0,3.65,54.65,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Odell Beckham,NYG,1.0,2.43,0.0,6.63,81.35,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Josh Bellamy,CHI,1.0,0.13,0.0,0.88,12.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Kelvin Benjamin,KC,1.0,0.05,0.0,3.04,43.73,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Victor Bolden,BUF,1.0,0.08,0.0,0.16,2.43,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Kendrick Bourne,SF,1.0,0.04,0.0,1.7,24.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tyler Boyd,CIN,1.0,0.88,0.01,5.81,69.52,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Antonio Brown,PIT,1.0,0.19,0.0,6.3,84.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jaron Brown,SEA,1.0,0.03,0.0,0.64,8.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
John Brown,BAL,1.0,0.9,0.01,3.45,58.6,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Martavis Bryant,OAK,1.0,2.14,0.02,3.54,53.39,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Deontay Burnett,NYJ,1.0,0.17,0.0,0.96,11.12,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Damiere Byrd,CAR,1.0,0.29,0.0,0.48,6.59,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Antonio Callaway,CLE,1.0,0.77,0.0,2.81,33.65,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Austin Carr,NO,1.0,0.08,0.0,0.5,6.32,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Leonte Carroo,MIA,1.0,0.04,0.0,0.33,4.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
DeAndre Carter,HOU,1.0,0.12,0.0,0.09,2.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
D.J. Chark,JAX,1.0,0.05,0.0,1.29,17.68,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
