Player,Team,Salary
Marvin Jones,DET,6000
Mike Evans,TAM,7800
Sammy Watkins,KAN,6400
Tyler Boyd,CIN,6800
DeAndre Hopkins,HOU,8600
Stefon Diggs,MIN,7300
Antonio Brown,PIT,8800
Larry Fitzgerald,ARI,5800
Will Fuller,HOU,6200
Adam Thielen,MIN,8800
David Moore,SEA,5400
Odell Beckham Jr.,NYG,8500
Josh Reynolds,LAR,5100
DeVante Parker,MIA,4700
Julian Edelman,NWE,7300
A.J. Green,CIN,8800
Davante Adams,GNB,8600
D.J. Moore,CAR,4900
DeSean Jackson,TAM,6400
Antonio Callaway,CLE,4700
Marquise Goodwin,SFO,5200
Danny Amendola,MIA,5400
Anthony Miller,CHI,5200
Tyler Lockett,SEA,6700
Christian Kirk,ARI,5400
Marquez Valdes-Scantling,GNB,5200
Brandon LaFell,OAK,4600
Jordan Matthews,PHI,4600
Seth Roberts,OAK,4700
Adam Humphries,TAM,4800
Dede Westbrook,JAC,5400
Kendrick Bourne,SFO,4500
Michael Thomas,NOR,8600
Tim Patrick,DEN,4500
Brandin Cooks,LAR,7500
Robert Woods,LAR,7600
Courtland Sutton,DEN,5300
Golden Tate,DET,7100
Zay Jones,BUF,4700
Tyreek Hill,KAN,7800
Deontay Burnett,NYJ,4500
Jarvis Landry,CLE,6700
Willie Snead,BAL,5400
Nelson Agholor,PHI,5600
Donte Moncrief,JAC,5700
Josh Doctson,WAS,4900
Taylor Gabriel,CHI,5500
Emmanuel Sanders,DEN,7200
Chris Godwin,TAM,6300
Josh Gordon,NWE,6700
D.J. Chark,JAC,4600
Randall Cobb,GNB,6100
Chris Hogan,NWE,5800
Josh Bellamy,CHI,4500
Jakeem Grant,MIA,4600
Alshon Jeffery,PHI,7400
Kelvin Benjamin,BUF,5000
Andre Holmes,BUF,4500
Sterling Shepard,NYG,6500
JuJu Smith-Schuster,PIT,8000
Paul Richardson,WAS,5900
Michael Crabtree,BAL,6300
Jermaine Kearse,NYJ,4700
Demaryius Thomas,DEN,6300
John Brown,BAL,6700
Curtis Samuel,CAR,4700
Devin Funchess,CAR,6400
Equanimeous St. Brown,GNB,4800
Laquon Treadwell,MIN,4700
T.Y. Hilton,IND,7400
Cordarrelle Patterson,NWE,4700
Doug Baldwin,SEA,6400
Tre'Quan Smith,NOR,5100
Chad Williams,ARI,4500
Maurice Harris,WAS,4900
Chris Moore,BAL,4500
Damion Ratley,CLE,4800
Justin Hunter,PIT,4500
Aldrick Robinson,MIN,4600
Ray-Ray McCloud,BUF,4500
Chester Rogers,IND,5600
Geronimo Allison,GNB,5700
Charone Peake,NYJ,4500
Jordy Nelson,OAK,5300
Kenny Golladay,DET,6600
Jarius Wright,CAR,4700
Cam Phillips,BUF,4500
Rashad Greene,JAC,4500
Dwayne Harris,OAK,4500
Trent Taylor,SFO,4500
Kevin White,CHI,4500
Alex Erickson,CIN,4500
Justin Watson,TAM,4500
J.J. Nelson,ARI,4600
Keelan Cole,JAC,5100
Demarcus Robinson,KAN,4600
Zach Pascal,IND,4600
Marcus Kemp,KAN,4500
Shelton Gibson,PHI,4500
Michael Floyd,WAS,4700
Darrius Heyward-Bey,PIT,4500
Phillip Dorsett,NWE,4800
Brandon Zylstra,MIN,4500
Austin Carr,NOR,4500
Brandon Powell,DET,4500
Damiere Byrd,CAR,4500
Josh Malone,CIN,4500
Martavis Bryant,OAK,5300
JoJo Natson,LAR,4500
Chris Conley,KAN,4500
Javon Wims,CHI,4500
Vyncint Smith,HOU,4500
Cameron Meredith,NOR,4900
KhaDarel Hodge,LAR,4500
Jehu Chesson,WAS,4500
Andre Roberts,NYJ,4500
Sammie Coates,HOU,4500
Matthew Slater,NWE,4500
Victor Bolden,SFO,4500
DeAndre Carter,PHI,4500
Nick Williams,LAR,4800
Cody Core,CIN,4500
Leonte Carroo,MIA,4500
Richie James,SFO,4500
Isaiah McKenzie,DEN,4500
Jaron Brown,SEA,4500
Dante Pettis,SFO,4600
Russell Shepard,NYG,4500
Ryan Switzer,PIT,4500
