Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Tom Brady, NE QB",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Mike Vick, Pit QB",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Drew Brees, NO QB",Atl,W 23-13,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Josh McCown, NYJ QB",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Shaun Hill, Min QB",@GB,W 16-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Carson Palmer, Ari QB",NYG,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tony Romo, Dal QB",Sea,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Eli Manning, NYG QB",@Ari,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Philip Rivers, LAC QB",@NYJ,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ben Roethlisberger, Pit QB",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Schaub, Atl QB",@NO,L 13-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Luke McCown, Dal QB",Sea,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Alex Smith, Wsh QB",Den,W 27-11,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Aaron Rodgers, GB QB",Min,L 0-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dan Orlovsky, LAR QB",@Ten,W 27-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Derek Anderson, Car QB",TB,W 22-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Cassel, Det QB",@Cin,L 17-26,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Fitzpatrick, TB QB",@Car,L 19-22,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jay Cutler, Mia QB",@KC,L 13-29,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Kellen Clemens, LAC QB",@NYJ,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tarvaris Jackson, Sea QB",@Dal,W 21-12,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Charlie Whitehurst, Cle QB",@Chi,L 3-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Bruce Gradkowski, Pit QB",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Drew Stanton, Cle QB",@Chi,L 3-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Moore, Mia QB",@KC,L 13-29,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Ryan, Atl QB",@NO,L 13-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Joe Flacco, Bal QB",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Chad Henne, KC QB",Mia,W 29-13,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Josh Johnson, Oak QB",@Phi,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Flynn, NO QB",Atl,W 23-13,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Chase Daniel, Chi QB",Cle,W 20-3,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Josh Freeman, Ind QB",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brian Hoyer, NE QB",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Mark Sanchez, Chi QB",Cle,W 20-3,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matthew Stafford, Det QB",@Cin,L 17-26,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Sam Bradford, Ari QB",NYG,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jimmy Clausen, Bal QB",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Colt McCoy, Wsh QB",Den,W 27-11,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dan LeFevour, TB QB",@Car,L 19-22,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Joe Webb, Hou QB",Pit,L 6-34,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Thaddeus Lewis, Bal QB",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Christian Ponder, SF QB",Jax,W 44-33,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Blaine Gabbert, Ten QB",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Cam Newton, Car QB",TB,W 22-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Colin Kaepernick, SF QB",Jax,W 44-33,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Andy Dalton, Cin QB",Det,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Mallett, Bal QB",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"T.J. Yates, Hou QB",Pit,L 6-34,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tyrod Taylor, Cle QB",@Chi,L 3-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jerrod Johnson, Dal QB",Sea,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Scott Tolzien, Ind QB",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Andrew Luck, Ind QB",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Robert Griffin III, Bal QB",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Tannehill, Mia QB",@KC,L 13-29,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Nick Foles, Phi QB",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brandon Weeden, Hou QB",Pit,L 6-34,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brock Osweiler, Mia QB",@KC,L 13-29,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Kirk Cousins, Min QB",@GB,W 16-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Russell Wilson, Sea QB",@Dal,W 21-12,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Kellen Moore, Dal QB",Sea,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Lindley, Ind QB",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Case Keenum, Den QB",@Wsh,L 11-27,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Austin Davis, Sea QB",@Dal,W 21-12,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Simms, Atl QB",@NO,L 13-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Alex Tanney, Ten QB",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,QB
"EJ Manuel, Oak QB",@Phi,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Mike Glennon, Ari QB",NYG,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Geno Smith, LAC QB",@NYJ,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Nassib, Jax QB",@SF,L 33-44,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Sean Renfree, Atl QB",@NO,L 13-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Landry Jones, Pit QB",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Zac Dysert, Ari QB",NYG,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Barkley, Cin QB",Det,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Griffin, TB QB",@Car,L 19-22,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tyler Bray, Chi QB",Cle,W 20-3,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt McGloin, KC QB",Mia,W 29-13,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Blake Bortles, Jax QB",@SF,L 33-44,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Teddy Bridgewater, NYJ QB",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Johnny Manziel, Cle QB",@Chi,L 3-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Derek Carr, Oak QB",@Phi,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jimmy Garoppolo, SF QB",Jax,W 44-33,--/--,--,--,--,--,--,--,--,--,--,--,QB
"AJ McCarron, Buf QB",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tajh Boyd, Pit QB",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Zach Mettenberger, Pit QB",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,QB
"David Fales, Mia QB",@KC,L 13-29,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Keith Wenning, Buf QB",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tom Savage, Hou QB",Pit,L 6-34,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Aaron Murray, KC QB",Mia,W 29-13,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Blanchard, Chi QB",Cle,W 20-3,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dustin Vaughan, Bal QB",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Connor Shaw, Chi QB",Cle,W 20-3,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jameis Winston, TB QB",@Car,L 19-22,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Bryce Petty, NYJ QB",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Trevor Siemian, Min QB",@GB,W 16-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dylan Thompson, LAR QB",@Ten,W 27-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Sean Mannion, LAR QB",@Ten,W 27-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Garrett Grayson, Atl QB",@NO,L 13-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Marcus Mariota, Ten QB",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brett Hundley, GB QB",Min,L 0-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jared Goff, LAR QB",@Ten,W 27-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Carson Wentz, Phi QB",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Paxton Lynch, Den QB",@Wsh,L 11-27,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Christian Hackenberg, NYJ QB",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jacoby Brissett, Ind QB",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Cody Kessler, Jax QB",@SF,L 33-44,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Connor Cook, Oak QB",@Phi,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dak Prescott, Dal QB",Sea,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Cardale Jones, LAC QB",@NYJ,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Kevin Hogan, Wsh QB",Den,W 27-11,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Nate Sudfeld, Phi QB",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jake Rudock, Det QB",@Cin,L 17-26,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brandon Allen, LAR QB",@Ten,W 27-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jeff Driskel, Cin QB",Det,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brandon Doughty, Ari QB",NYG,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Trevone Boykin, Sea QB",@Dal,W 21-12,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Taylor Heinicke, Hou QB",Pit,L 6-34,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Stephen Morris, Wsh QB",Den,W 27-11,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Joe Callahan, GB QB",Min,L 0-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Mitchell Trubisky, Chi QB",Cle,W 20-3,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brad Kaaya, Ind QB",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Chad Kelly, Den QB",@Wsh,L 11-27,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Patrick Mahomes, KC QB",Mia,W 29-13,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Joshua Dobbs, Pit QB",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Deshaun Watson, Hou QB",Pit,L 6-34,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Nathan Peterman, Buf QB",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,QB
"C.J. Beathard, SF QB",Jax,W 44-33,--/--,--,--,--,--,--,--,--,--,--,--,QB
"DeShone Kizer, GB QB",Min,L 0-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Davis Webb, NYG QB",@Ari,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Cooper Rush, Dal QB",Sea,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Taysom Hill, NO QB",Atl,W 23-13,--/--,--,--,--,--,--,--,--,--,--,--,QB
