player,team,pos,proj,cost
Case Keenum,DEN,QB,9.72676666666667,230.0
Saquon Barkley,NYG,RB,23.38233333333333,590.0
Todd Gurley,LA,RB,22.993333333333332,1110.0
Odell Beckham,NYG,WR,22.772333333333336,140.0
Julian Edelman,NE,WR,20.638666666666666,370.0
Julio Jones,ATL,WR,25.24533333333333,1820.0
Jared Cook,OAK,TE,15.323666666666666,100.0
Chris Boswell,PIT,K,7.14,410.0
Seattle Seahawks,SEA,DST,1.387999999999999,180.0
,,,148.6104333333333,4950.0
