player,team,pos,proj,cost
Russell Wilson,SEA,QB,11.5901,170.0
James Conner,PIT,RB,13.926333333333336,880.0
Darren Sproles,PHI,RB,8.451,240.0
Brandin Cooks,LA,WR,15.137666666666668,450.0
Larry Fitzgerald,ARI,WR,14.268666666666666,380.0
Adam Thielen,MIN,WR,16.973666666666666,780.0
George Kittle,SF,TE,20.799,1180.0
Daniel Carlson,OAK,K,6.82,590.0
Chicago Bears,CHI,DST,2.864,120.0
,,,110.83043333333333,4790.0
