player,team,pos,proj,salary
Ryan Tannehill,MIA,QB,11.448033333333333,6200.0
Christian McCaffrey,CAR,RB,20.43266666666667,7400.0
Dalvin Cook,MIN,RB,17.20633333333333,6500.0
Larry Fitzgerald,ARI,WR,19.940666666666665,7100.0
Julio Jones,ATL,WR,25.616666666666667,8500.0
Danny Amendola,MIA,WR,16.87033333333333,5100.0
Antonio Brown,PIT,WR,26.125,8900.0
Zach Ertz,PHI,TE,16.949333333333335,6500.0
Chicago Bears,CHI,DST,2.788000000000001,3500.0
,,,157.37703333333334,59700.0
