Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Aaron Rodgers,QB,GB,3858,32,10,324,1.8,0,0,0
Deshaun Watson,QB,HOU,3992,27,20,526,5.3,0,0,0
Tom Brady,QB,NE,4651,31,10,41,0.3,0,0,0
Russell Wilson,QB,SEA,3791,25,18,532,3.7,0,0,0
Andrew Luck,QB,IND,4201,26,16,344,1.9,0,0,0
Drew Brees,QB,NO,4522,26,12,38,1.5,0,0,0
Cam Newton,QB,CAR,3410,24,18,581,4.4,0,0,0
Ben Roethlisberger,QB,PIT,4572,28,17,53,0.3,0,0,0
Alex Smith,QB,WAS,4268,24,9,244,1.9,0,0,0
Carson Wentz,QB,PHI,3715,29,12,277,0.7,0,0,0
Kirk Cousins,QB,MIN,3972,24,13,193,4.4,0,0,0
Jimmy Garoppolo,QB,SF,4600,23,11,35,2.0,0,0,0
Patrick Mahomes,QB,KC,3862,26,13,165,1.1,0,0,0
Jared Goff,QB,LAR,3863,27,12,48,1.2,0,0,0
Matthew Stafford,QB,DET,4285,25,14,143,0.6,0,0,0
Dak Prescott,QB,DAL,3386,23,14,332,4.6,0,0,0
Matt Ryan,QB,ATL,4164,24,13,127,0.4,0,0,0
Philip Rivers,QB,LAC,4300,25,16,31,0.2,0,0,0
Eli Manning,QB,NYG,4217,24,16,29,1.3,0,0,0
Blake Bortles,QB,JAX,3556,22,14,391,1.8,0,0,0
Marcus Mariota,QB,TEN,3410,22,18,366,3.2,0,0,0
Case Keenum,QB,DEN,4085,22,14,80,0.4,0,0,0
Derek Carr,QB,OAK,3755,23,14,67,0.3,0,0,0
Ryan Tannehill,QB,MIA,3884,22,20,173,0.7,0,0,0
Mitchell Trubisky,QB,CHI,3648,17,14,293,2.5,0,0,0
Andy Dalton,QB,CIN,3396,21,15,116,1.0,0,0,0
Jameis Winston,QB,TB,3587,17,14,132,1.2,0,0,0
Joe Flacco,QB,BAL,3119,21,16,57,1.2,0,0,0
Tyrod Taylor,QB,CLE,2887,14,10,273,2.2,0,0,0
Sam Darnold,QB,NYJ,3247,18,17,99,0.7,0,0,0
Josh Rosen,QB,ARI,2272,10,9,76,0.5,0,0,0
Josh Allen,QB,BUF,1891,10,9,58,0.3,0,0,0
Baker Mayfield,QB,CLE,1428,7,6,49,0.4,0,0,0
Nathan Peterman,QB,OAK,966,5,6,37,0.2,0,0,0
Ryan Fitzpatrick,QB,TB,699,3,4,32,0.1,0,0,0
Nick Foles,QB,PHI,264,2,0,5,0.0,0,0,0
Lamar Jackson,QB,BAL,61,0,0,153,1.1,0,0,0
C.J. Beathard,QB,SF,38,0,0,4,0.1,0,0,0
DeShone Kizer,QB,GB,35,0,0,3,0.0,0,0,0
Jacoby Brissett,QB,IND,38,0,0,2,0.0,0,0,0
Trevor Siemian,QB,MIN,36,0,0,2,0.0,0,0,0
Brock Osweiler,QB,MIA,32,0,0,1,0.0,0,0,0
Ryan Griffin,QB,TB,33,0,0,1,0.0,0,0,0
Josh McCown,QB,NYJ,52,0,0,2,0.0,0,0,0
Matt Schaub,QB,ATL,2,0,0,0,0.0,0,0,0
Chase Daniel,QB,CHI,2,0,0,0,0.0,0,0,0
Chad Henne,QB,KC,1,0,0,0,0.0,0,0,0
Geno Smith,QB,LAC,11,0,0,1,0.0,0,0,0
Cooper Rush,QB,DAL,2,0,0,0,0.0,0,0,0
Cody Kessler,QB,JAX,18,0,0,0,0.0,0,0,0
Austin Davis,QB,TEN,2,0,0,0,0.0,0,0,0
Brian Hoyer,QB,NE,25,0,0,0,0.0,0,0,0
Robert Griffin III,QB,BAL,11,0,0,3,0.0,0,0,0
Taylor Heinicke,QB,CAR,2,0,0,0,0.0,0,0,0
Teddy Bridgewater,QB,NO,2,0,0,0,0.0,0,0,0
Colt McCoy,QB,WAS,2,0,0,0,0.0,0,0,0
AJ McCarron,QB,OAK,4,0,0,0,0.0,0,0,0
Kyle Lauletta,QB,NYG,2,0,0,0,0.0,0,0,0
Matt Cassel,QB,DET,16,0,0,0,0.0,0,0,0
