,vals
const,-40.482094801435416
CBS,-0.1292896916394232
ESPN,0.3170502851081786
FFToday,0.8115220165412902
FantasyPros,-0.4491955726962749
NFL,0.2762905635763231
Yahoo,0.3356564450343016
