Player,Team,Salary
Patrick Mahomes,KC,7100
Mitchell Trubisky,CHI,5600
Jameis Winston,TB,6300
Cam Newton,CAR,5900
Eli Manning,NYG,5200
Philip Rivers,LAC,5700
Andrew Luck,IND,6200
Carson Wentz,PHI,6000
Tom Brady,NE,6100
Matt Ryan,ATL,6500
Dak Prescott,DAL,5300
Baker Mayfield,CLE,5800
Joe Flacco,BAL,5400
Brock Osweiler,MIA,4700
Matthew Stafford,DET,5800
Kirk Cousins,MIN,6400
Drew Brees,NO,5700
Jared Goff,LAR,6600
Marcus Mariota,TEN,4900
Sam Darnold,NYJ,4900
Alex Smith,WAS,5100
Deshaun Watson,HOU,5500
Cody Kessler,JAX,4400
Case Keenum,DEN,5200
C.J. Beathard,SF,4800
Andy Dalton,CIN,6400
Josh Rosen,ARI,4700
Lamar Jackson,BAL,4500
Blake Bortles,JAX,5200
Derek Anderson,BUF,4300
Taysom Hill,NO,4000
Jeff Driskel,CIN,4200
Sean Mannion,LAR,4400
Joe Webb,HOU,4000
Chase Daniel,CHI,4500
Jacoby Brissett,IND,4500
