Player,Team,Salary
Cincinnati Bengals,CIN,3900
Kansas City Chiefs,KC,4000
Arizona Cardinals,ARI,4300
Pittsburgh Steelers,PIT,3400
Miami Dolphins,MIA,3400
Minnesota Vikings,MIN,4200
Buffalo Bills,BUF,3500
Carolina Panthers,CAR,4400
Cleveland Browns,CLE,3300
Baltimore Ravens,BAL,4200
Los Angeles Chargers,LAC,4400
Detroit Lions,DET,3300
New Orleans Saints,NO,3700
New York Jets,NYJ,4200
Houston Texans,HOU,4200
New England Patriots,NE,4200
Tennessee Titans,TEN,3900
Dallas Cowboys,DAL,3500
Jacksonville Jaguars,JAX,4500
New York Giants,NYG,3500
Denver Broncos,DEN,4100
Philadelphia Eagles,PHI,4200
Seattle Seahawks,SEA,3600
Green Bay Packers,GB,4000
Oakland Raiders,OAK,3600
San Francisco 49ers,SF,3800
Los Angeles Rams,LAR,4700
Washington Redskins,WAS,3000
Indianapolis Colts,IND,3200
Atlanta Falcons,ATL,3100
