Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,28.9,403.0977824217971,0.15183900338764664,2.1,0.6508818604096624,0.71,0.0,0.0
Atlanta Falcons,ATL,36.8,468.64100765303306,0.1,1.77,0.4250633555624946,0.5912221840692529,0.0,0.0
Baltimore Ravens,BAL,15.225596519517469,312.0,0.18923124314418469,2.8959801302367674,0.8539885468835751,0.40553186721042683,0.0,0.0
Buffalo Bills,BUF,19.7,324.52081160792466,0.1,2.720664810235522,0.75,0.6,0.0,0.0
Carolina Panthers,CAR,22.341916126237507,376.0010241530093,0.11117340264055622,2.9981621977362205,0.7574252189569988,0.5956739377521971,0.0,0.08
Chicago Bears,CHI,22.31218249411053,333.27695345109817,0.28480183112090185,3.2,0.8,0.58,0.0,0.07
Cincinnati Bengals,CIN,23.56344260502077,372.77987072113694,0.1405864904420384,2.8573231418581093,0.8641977880111655,0.4943195210743815,0.0,0.08
Cleveland Browns,CLE,24.04371124938038,342.451881445106,0.12445489737702373,2.6,0.9945455861074699,0.6047427250069144,0.0,0.0
Dallas Cowboys,DAL,16.2,321.0288645862115,0.1,3.3236700592636006,0.7028402907448521,0.5,0.0,0.0
Denver Broncos,DEN,25.9,395.36562537334635,0.15822422466867822,2.291474689225042,0.9664044109792183,0.6082673214847314,0.0,0.1
Detroit Lions,DET,20.5,354.18768194597396,0.11414848772265454,2.7,0.69,0.5285679233899243,0.0,0.09
Green Bay Packers,GB,24.839488372910058,376.4543230117745,0.09,2.416192736030018,0.8845574480011267,0.4348410236692858,0.0,0.0
Houston Texans,HOU,18.991290917567536,312.0,0.28628937366195106,3.0,0.9833497300293452,0.6,0.0,0.0
Indianapolis Colts,IND,22.816984220881384,348.4649774894806,0.1863625461950615,3.10271203061149,0.9130294325914985,0.5,0.0,0.0
Jacksonville Jaguars,JAX,16.7,287.0,0.2274631980589867,3.37,1.1006960506099315,0.4659890469510105,0.0,0.0
Kansas City Chiefs,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Chargers,LAC,14.5,297.0,0.23638845330528177,3.3321514365105496,1.422395965790774,0.4,0.0,0.0
Los Angeles Rams,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami Dolphins,MIA,32.645388053674466,411.5891842965094,0.1,1.82,0.8000160034199677,0.6,0.0,0.0
Minnesota Vikings,MIN,23.0,359.5033798013541,0.15673668212762906,2.69711949682845,0.6881284947716038,0.4944501041059925,0.0,0.0
New England Patriots,NE,17.409868951826688,320.84129555521673,0.19815649839047975,3.331548467965899,0.9580272242277605,0.4,0.0,0.1
New Orleans Saints,NO,26.001520303923176,415.4,0.15089290009640746,2.509762937748422,0.8275875469793335,0.602057584946512,0.0,0.0
New York Giants,NYG,26.8,365.6989479982047,0.1199922697538762,2.2,0.9019377702259757,0.49310193664607155,0.0,0.08
New York Jets,NYJ,29.5,390.5725323689735,0.1,1.8,0.6,0.6717357987856662,0.0,0.0
Oakland Raiders,OAK,27.5,369.6793630886601,0.09,2.34,0.689858306142642,0.5833091969953241,0.0,0.0
Philadelphia Eagles,PHI,22.3,373.0088563784786,0.18614976992911111,2.7686224730707267,0.7469518404833704,0.5,0.0,0.1
Pittsburgh Steelers,PIT,22.3,358.91811996469363,0.15089290009640746,3.0147082583566456,0.8667316819309911,0.5717793247809064,0.0,0.1
San Francisco 49ers,SF,27.5,383.6139862522878,0.12451068028860271,2.6035864142686616,1.2043086962671354,0.44783200392714567,0.0,0.0
Seattle Seahawks,SEA,24.713837472607963,362.19674043836255,0.1,2.3,0.8869540913214473,0.5024968814007376,0.0,0.09
Tampa Bay Buccaneers,TB,26.934951578119588,357.6652365779073,0.18625615806208637,2.563242459115763,0.7796590424529397,0.5,0.0,0.1
Tennessee Titans,TEN,23.309281615185373,360.995274472053,0.15981815534270258,2.9995997509538097,0.890387200369781,0.5400068880645348,0.0,0.07
Washington Redskins,WAS,22.966466927004905,347.22071827961724,0.1,3.0381866289139716,0.8257703357862689,0.5907297347890821,0.0,0.0
