Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,28.45,396.0,0.1,2.0,0.7,0.6,0.01,0.03
Atlanta Falcons,ATL,36.22389600556262,452.1335352323865,0.1,1.4,0.5,0.64,0.004992892979524325,0.035
Baltimore Ravens,BAL,15.77,306.3,0.2,2.7,0.89,0.7,0.02,0.04
Buffalo Bills,BUF,21.2,325.0,0.2,2.0,0.9,0.62,0.0,0.035
Carolina Panthers,CAR,22.53,373.6,0.2,2.7,0.8,0.67,0.0,0.09
Chicago Bears,CHI,20.4,319.0,0.2,3.0,0.93,0.6,0.0,0.085
Cincinnati Bengals,CIN,22.75,389.0,0.2,2.7,0.9,0.6,0.08,0.09
Cleveland Browns,CLE,23.445,325.3,0.2,2.2,1.0,0.6,0.0,0.055
Dallas Cowboys,DAL,17.15,313.8,0.2,2.75,0.8,0.7,0.0,0.035
Denver Broncos,DEN,25.5,395.7,0.2,2.0,1.0,0.6,0.065,0.10500000000000001
Detroit Lions,DET,22.549999999999997,365.0,0.2,2.65,0.8,0.75,0.0,0.095
Green Bay Packers,GB,24.759999999999998,353.0,0.1,2.4,0.8,0.6,0.0,0.04
Houston Texans,HOU,19.775,307.0,0.2,2.83,0.86,0.6,0.03,0.04
Indianapolis Colts,IND,22.35,348.0,0.2,2.49,1.0,0.67,0.0,0.05
Jacksonville Jaguars,JAX,16.9,281.8,0.2,2.8,1.0,0.6,0.025,0.035
Kansas City Chiefs,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Chargers,LAC,15.4,296.0,0.2,2.9,1.2,0.6,0.0,0.03
Los Angeles Rams,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami Dolphins,MIA,31.05,416.3,0.2,1.6,0.9,0.5,0.0,0.055
Minnesota Vikings,MIN,22.3,363.0,0.2,2.9,0.7,0.57,0.025,0.04
New England Patriots,NE,18.83,330.4,0.2,2.5,1.0,0.6,0.02,0.1
New Orleans Saints,NO,24.700000000000003,421.0,0.2,2.4,0.8,0.58,0.0,0.035
New York Giants,NYG,26.3,363.8,0.2,2.08,0.9,0.6,0.0,0.09
New York Jets,NYJ,28.4,394.2,0.2,1.6,0.68,0.6,0.0,0.04
Oakland Raiders,OAK,28.335,369.0,0.1,1.8,0.8,0.5,0.02,0.04
Philadelphia Eagles,PHI,20.75,365.4,0.2,2.7,0.8,0.6,0.025,0.1
Pittsburgh Steelers,PIT,21.799999999999997,354.6,0.2,2.8,0.89,0.5,0.015,0.1
San Francisco 49ers,SF,27.1,392.9,0.1,2.4,1.3,0.6,0.0,0.045
Seattle Seahawks,SEA,23.85,352.5,0.2,2.2,0.83,0.54,0.015,0.095
Tampa Bay Buccaneers,TB,24.9,374.3,0.2,2.4,0.8,0.7,0.0,0.1
Tennessee Titans,TEN,23.6,357.8,0.2,2.75,0.85,0.57,0.0,0.085
Washington Redskins,WAS,23.950000000000003,343.0,0.2,2.7,0.83,0.64,0.0,0.03
