Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Cardinals, ARI",1.1,0.0,3.0,37.6,1.0,1.4,0.06,16.5,155.0,105.0,260,13,DST
"Panthers, CAR",0.6,0.0,3.0,41.6,1.0,1.4,0.2,20.3,194.0,101.0,295,13,DST
"Texans, HOU",1.3,0.0,3.0,37.1,0.9,1.2,0.16,20.8,223.0,99.0,322,12,DST
"Jets, NYJ",1.1,0.0,2.0,38.8,0.6,0.9,0.15,15.1,198.0,78.0,276,12,DST
"Vikings, MIN",1.2,0.0,2.5,44.0,0.9,1.3,0.16,20.1,233.0,115.0,348,11,DST
"Redskins, WAS",0.6,0.1,3.1,40.9,0.9,1.2,0.2,19.5,194.0,115.0,309,11,DST
"Chiefs, KC",1.4,0.0,2.3,43.8,1.1,1.4,0.26,21.9,222.0,147.0,369,10,DST
"Rams, LAR",1.2,0.0,2.1,42.0,0.9,1.2,0.06,20.3,210.0,113.0,323,10,DST
"Bengals, CIN",1.1,0.0,1.8,42.1,0.8,1.1,0.17,19.1,251.0,90.0,341,10,DST
"Patriots, NE",0.9,0.0,2.7,40.6,0.6,0.8,0.1,17.0,250.0,92.0,342,10,DST
"Eagles, PHI",0.8,0.0,2.7,41.3,1.0,1.4,0.33,22.4,268.0,103.0,371,10,DST
"Dolphins, MIA",1.0,0.0,2.6,44.5,0.9,1.3,0.3,25.3,275.0,104.0,379,10,DST
"Ravens, BAL",0.4,0.0,3.2,40.1,0.8,1.1,0.08,16.3,220.0,89.0,309,10,DST
"Chargers, LAC",0.8,0.0,2.4,38.8,0.8,1.1,0.07,20.9,199.0,117.0,316,10,DST
"Saints, NO",0.7,0.0,1.8,42.6,1.1,1.5,0.29,26.1,267.0,114.0,381,9,DST
"Broncos, DEN",1.0,0.0,2.6,45.5,1.0,1.4,0.06,23.9,245.0,97.0,342,8,DST
"Buccaneers, TB",1.0,0.0,2.2,41.2,1.0,1.3,0.12,21.6,248.0,98.0,346,8,DST
"Bears, CHI",1.0,0.0,2.4,43.2,0.8,1.1,0.14,24.1,241.0,117.0,358,8,DST
"Packers, GB",1.1,0.0,2.4,39.5,0.7,0.9,0.06,21.9,231.0,118.0,349,8,DST
"Jaguars, JAC",0.8,0.0,2.1,45.6,0.7,0.9,0.12,22.6,200.0,112.0,312,7,DST
"Titans, TEN",0.6,0.0,2.9,42.2,0.6,0.8,0.07,25.5,223.0,113.0,336,7,DST
"Seahawks, SEA",0.4,0.1,2.7,43.6,0.7,0.9,0.07,24.6,232.0,86.0,318,7,DST
"Browns, CLE",0.9,0.0,1.6,42.2,0.6,0.8,0.15,25.1,265.0,102.0,367,7,DST
"Cowboys, DAL",0.8,0.0,1.9,43.2,0.7,0.9,0.05,22.9,268.0,106.0,374,7,DST
"49ers, SF",0.9,0.2,2.2,44.3,0.7,1.0,0.23,30.2,294.0,123.0,417,7,DST
"Giants, NYG",0.7,0.0,1.9,44.2,0.6,0.8,0.05,22.2,250.0,117.0,367,6,DST
"Steelers, PIT",0.3,0.0,1.6,47.4,1.0,1.4,0.08,23.1,250.0,152.0,402,6,DST
