Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Broncos, DEN",1.2,0.0,3.3,41.1,1.5,2.1,0.08,17.9,205.0,78.0,283,15,DST
"Vikings, MIN",1.5,0.0,2.8,39.7,1.1,1.4,0.19,14.7,198.0,102.0,300,13,DST
"Jets, NYJ",1.1,0.0,2.8,38.6,0.8,1.0,0.1,17.2,230.0,85.0,315,11,DST
"Cardinals, ARI",1.5,0.0,2.5,42.2,1.1,1.5,0.21,21.0,205.0,123.0,328,10,DST
"Bears, CHI",0.7,0.1,2.7,42.5,0.7,0.9,0.2,22.1,193.0,100.0,293,10,DST
"Bengals, CIN",1.2,0.0,2.3,44.5,0.8,1.1,0.06,20.3,257.0,122.0,379,10,DST
"Texans, HOU",0.8,0.1,3.0,39.8,0.6,0.8,0.1,19.8,233.0,94.0,327,10,DST
"Browns, CLE",1.4,0.0,2.0,41.5,0.7,0.9,0.05,20.8,251.0,123.0,374,10,DST
"Titans, TEN",1.4,0.0,3.9,37.0,0.5,0.7,0.13,22.3,234.0,85.0,319,10,DST
"Jaguars, JAC",0.9,0.0,2.4,39.4,0.8,1.1,0.1,24.6,191.0,107.0,298,10,DST
"Seahawks, SEA",0.9,0.0,2.5,43.2,0.6,0.8,0.09,19.8,258.0,73.0,331,10,DST
"Patriots, NE",0.5,0.0,2.6,40.8,0.6,0.8,0.19,18.3,169.0,136.0,305,9,DST
"Chiefs, KC",1.4,0.0,2.5,42.1,0.7,1.0,0.19,21.9,246.0,109.0,355,9,DST
"Panthers, CAR",1.0,0.2,2.4,44.6,1.0,1.4,0.17,23.2,261.0,105.0,366,9,DST
"Raiders, OAK",1.3,0.0,1.9,42.9,1.0,1.3,0.14,21.6,256.0,129.0,385,9,DST
"Colts, IND",0.5,0.0,2.3,41.4,1.0,1.4,0.33,25.5,207.0,130.0,337,9,DST
"Packers, GB",0.9,0.0,2.8,41.1,0.5,0.8,0.25,26.4,307.0,100.0,407,9,DST
"Chargers, LAC",0.8,0.0,2.2,43.4,0.8,1.1,0.27,26.8,220.0,120.0,340,9,DST
"Eagles, PHI",0.5,0.0,2.5,44.3,1.2,1.6,0.18,24.3,230.0,150.0,380,8,DST
"Cowboys, DAL",0.6,0.0,2.1,43.5,1.0,1.3,0.17,21.6,209.0,123.0,332,8,DST
"Saints, NO",0.8,0.0,2.3,46.9,0.9,1.2,0.1,26.8,274.0,149.0,423,8,DST
"Redskins, WAS",0.5,0.0,2.8,42.2,0.9,1.3,0.09,23.4,238.0,132.0,370,8,DST
"Lions, DET",0.8,0.0,2.4,46.2,0.7,1.0,0.12,21.5,219.0,124.0,343,8,DST
"Falcons, ATL",0.7,0.0,2.0,42.4,0.8,1.0,0.07,23.4,242.0,91.0,333,7,DST
"Bills, BUF",0.5,0.1,2.1,43.2,0.8,1.2,0.07,22.8,256.0,111.0,367,7,DST
