player,team,pos,proj,salary
Lamar Jackson,BAL,QB,14.1003,7700.0
Theo Riddick,DET,RB,13.303333333333335,4800.0
Saquon Barkley,NYG,RB,21.834999999999997,8500.0
DeAndre Hopkins,HOU,WR,21.501,8700.0
Keenan Allen,LAC,WR,19.723,7600.0
Jordy Nelson,OAK,WR,14.238,5200.0
JuJu Smith-Schuster,PIT,WR,20.233999999999998,7900.0
Evan Engram,NYG,TE,15.645666666666667,5900.0
Atlanta Falcons,ATL,DST,2.0919999999999987,3300.0
,,,142.6723,59600.0
