Player,Team,Rush Yds,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush TD,2PT
Adam Humphries,TB,0.7,3.2649999999999997,37.775,0.1,0.0,0.0,0.0,0.0,0.0
Adam Thielen,MIN,1.2,8.8,110.5,0.7,0.0,0.0,0.0,0.0,0.0
Aldrick Robinson,MIN,0.0,2.603245318446586,31.73548786615448,0.2802846533989708,0.0,0.0,0.0,0.0,0.0
Allen Hurns,DAL,0.0,1.85,24.555,0.10500000000000001,0.0,0.0,0.0,0.0,0.0
Amari Cooper,DAL,1.22,3.9,50.75,0.3,0.0,0.0,0.0,0.0,0.0
Andre Holmes,DEN,0.0,0.95,11.4,0.0,0.0,0.0,0.0,0.0,0.0
Andre Roberts,NYJ,0.3,0.855,10.42,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Miller,CHI,0.3,3.25,41.3,0.3,0.0,0.0,0.0,0.0,0.0
Antonio Brown,PIT,0.0,6.9,87.35,0.6799999999999999,0.0,0.0,0.0,0.0,0.0
Antonio Callaway,CLE,0.9,2.42,30.310000000000002,0.16,0.0,0.0,0.0,0.0,0.0
Austin Carr,NO,0.0,0.7065159270039982,9.74719141934568,0.07500000000000001,0.0,0.0,0.0,0.0,0.0
Brandin Cooks,LAR,2.54,4.529999999999999,75.8,0.45499999999999996,0.0,0.0,0.0,0.0,0.0
Brandon LaFell,OAK,0.0,2.8449999999999998,34.091688024909594,0.15246927516854394,0.0,0.0,0.0,0.0,0.0
Brandon Powell,DET,0.8,1.75,20.35,0.1,0.0,0.0,0.0,0.0,0.0
Brandon Zylstra,MIN,0.0,0.11,2.31,0.015,0.0,0.0,0.0,0.0,0.0
Breshad Perriman,CLE,0.0,0.4958693245103978,6.462472758669432,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Ridley,ATL,2.1,3.5,47.5,0.3,0.0,0.0,0.0,0.0,0.0
Cameron Batson,TEN,0.0,0.15,1.55,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Meredith,NO,0.02,1.5765871417915567,21.19348435578378,0.1,0.0,0.0,0.0,0.0,0.0
Charone Peake,NYJ,0.0,0.3,3.51,0.0,0.0,0.0,0.0,0.0,0.0
Chris Conley,KC,0.0,2.0,23.6,0.10500000000000001,0.0,0.0,0.0,0.0,0.0
Chris Godwin,TB,0.0,3.45,46.5,0.35,0.0,0.0,0.0,0.0,0.0
Chris Hogan,NE,0.4,2.9,42.1,0.28500000000000003,0.0,0.0,0.0,0.0,0.0
Chris Moore,BAL,1.2,0.95,10.4,0.1,0.0,0.0,0.0,0.0,0.0
