player,team,pos,proj,cost
Drew Brees,NO,QB,12.836533333333334,510.0
Austin Ekeler,LAC,RB,17.314333333333334,230.0
Alvin Kamara,NO,RB,19.061666666666667,930.0
Theo Riddick,DET,RB,18.370666666666665,400.0
Emmanuel Sanders,DEN,WR,20.527333333333335,700.0
Adam Thielen,MIN,WR,23.72066666666667,930.0
Cameron Brate,TB,TE,10.338333333333335,120.0
Stephen Gostkowski,NE,K,7.71,160.0
Miami Dolphins,MIA,DST,2.940000000000001,940.0
,,,132.81953333333334,4920.0
