Player,Bye,Proj,Actual,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Made,Miss,POS
No new player Notes Greg Zuerlein LAR - K Final (W) 36-31 vs Sea,12,57,57,0.0,0.0,0.6,0.0,0.8,0.0,0.7,0.1,0.5,0.1,0.0,0.0,0.6,0.0,0.8,0.0,0.7,0.1,0.5,0.1,3.5,0.2,K
No new player Notes Harrison Butker KC - K Final (W) 26-14 vs Ari,12,64,64,0.0,0.0,0.7,0.0,0.7,0.1,0.8,0.1,0.3,0.1,0.0,0.0,0.7,0.0,0.7,0.1,0.8,0.1,0.3,0.1,3.3,0.2,K
No new player Notes Giorgio Tavecchio Atl - K Final (L) 28-16 @ Cle,8,69,69,0.3,0.0,0.3,0.0,0.7,0.0,0.7,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.7,0.0,0.7,0.0,0.3,0.0,3.1,0.3,K
No new player Notes Wil Lutz NO - K Final (W) 51-14 @ Cin,6,75,75,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,3.4,0.1,K
No new player Notes Stephen Gostkowski NE - K Final (L) 34-10 @ Ten,11,76,76,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.4,0.1,K
No new player Notes Chris Boswell Pit - K IR Final (W) 52-21 vs Car,7,84,84,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,2.9,0.1,K
No new player Notes Jake Elliott Phi - K Final (L) 27-20 vs Dal,9,86,86,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,3.0,0.1,K
No new player Notes Graham Gano Car - K IR Final (L) 52-21 @ Pit,4,95,95,0.1,0.0,0.5,0.0,0.6,0.0,0.7,0.1,0.1,0.2,0.1,0.0,0.5,0.0,0.6,0.0,0.7,0.1,0.1,0.2,2.9,0.2,K
No new player Notes Michael Badgley LAC - K Final (W) 20-6 @ Oak,8,101,101,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,3.0,0.2,K
Player Note Adam Vinatieri Ind - K Final (W) 29-26 vs Jax,9,102,102,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,2.3,0.1,K
