Player,OPP,STATUS ET,1-39,40-49,50+,TOT,XP,PTS,POS
"Adam Vinatieri, Ind K",Pit,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Phil Dawson, Ari K",Sea,L 16-22,--/--,--/--,--/--,--/--,--/--,--,K
"Sebastian Janikowski, Oak K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Shayne Graham, Atl K",Dal,W 27-7,--/--,--/--,--/--,--/--,--/--,--,K
"Billy Cundiff, Cle K",@Det,L 24-38,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Bryant, Atl K",Dal,W 27-7,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Brown, NYG K",@SF,L 21-31,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Scobee, NO K",@Buf,W 47-10,--/--,--/--,--/--,--/--,--/--,--,K
"Mike Nugent, Chi K",GB,L 16-23,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Novak, LAC K",@Jax,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Robbie Gould, SF K",NYG,W 31-21,--/--,--/--,--/--,--/--,--/--,--,K
"Shaun Suisham, Pit K",@Ind,W 20-17,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Gostkowski, NE K",@Den,W 41-16,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Folk, TB K",NYJ,W 15-10,--/--,--/--,--/--,--/--,--/--,--,K
"Mason Crosby, GB K",@Chi,W 23-16,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Prater, Det K",Cle,W 38-24,--/--,--/--,--/--,--/--,--/--,--,K
"Garrett Hartley, Pit K",@Ind,W 20-17,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Carpenter, Buf K",NO,L 10-47,--/--,--/--,--/--,--/--,--/--,--,K
"Connor Barth, Chi K",GB,L 16-23,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Hauschka, Buf K",NO,L 10-47,--/--,--/--,--/--,--/--,--/--,--,K
"Graham Gano, Car K",Mia,W 45-21,--/--,--/--,--/--,--/--,--/--,--,K
"Ryan Succop, Ten K",Cin,W 24-20,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Bailey, Dal K",@Atl,L 7-27,--/--,--/--,--/--,--/--,--/--,--,K
"Kai Forbath, Min K",@Wsh,W 38-30,--/--,--/--,--/--,--/--,--/--,--,K
"Greg Zuerlein, LAR K",Hou,W 33-7,--/--,--/--,--/--,--/--,--/--,--,K
"Blair Walsh, Sea K",@Ari,W 22-16,--/--,--/--,--/--,--/--,--/--,--,K
"Randy Bullock, Cin K",@Ten,L 20-24,--/--,--/--,--/--,--/--,--/--,--,K
"Giorgio Tavecchio, Oak K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Justin Tucker, Bal K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Brandon Bogotay, TB K",NYJ,W 15-10,--/--,--/--,--/--,--/--,--/--,--,K
"Caleb Sturgis, LAC K",@Jax,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Dustin Hopkins, Wsh K",Min,L 30-38,--/--,--/--,--/--,--/--,--/--,--,K
"Zach Hocker, TB K",NYJ,W 15-10,--/--,--/--,--/--,--/--,--/--,--,K
"Travis Coons, LAC K",@Jax,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Chandler Catanzaro, TB K",NYJ,W 15-10,--/--,--/--,--/--,--/--,--/--,--,K
"Brandon McManus, Den K",NE,L 16-41,--/--,--/--,--/--,--/--,--/--,--,K
"Cairo Santos, NYJ K",@TB,L 10-15,--/--,--/--,--/--,--/--,--/--,--,K
"Cody Parkey, Chi K",GB,L 16-23,--/--,--/--,--/--,--/--,--/--,--,K
"Chris Boswell, Pit K",@Ind,W 20-17,--/--,--/--,--/--,--/--,--/--,--,K
"Kasey Redfern, Det K",Cle,W 38-24,--/--,--/--,--/--,--/--,--/--,--,K
"Patrick Murray, TB K",NYJ,W 15-10,--/--,--/--,--/--,--/--,--/--,--,K
"Jordan Gay, Ten K",Cin,W 24-20,--/--,--/--,--/--,--/--,--/--,--,K
"Jason Myers, Sea K",@Ari,W 22-16,--/--,--/--,--/--,--/--,--/--,--,K
"Kyle Brindza, NYJ K",@TB,L 10-15,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Lambo, Jax K",LAC,W 20-17,--/--,--/--,--/--,--/--,--/--,--,K
"Andrew Franks, Mia K",@Car,L 21-45,--/--,--/--,--/--,--/--,--/--,--,K
"Roberto Aguayo, LAC K",@Jax,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Wil Lutz, NO K",@Buf,W 47-10,--/--,--/--,--/--,--/--,--/--,--,K
"Aldrick Rosas, NYG K",@SF,L 21-31,--/--,--/--,--/--,--/--,--/--,--,K
"Jake Elliott, Phi K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Zane Gonzalez, Cle K",@Det,L 24-38,--/--,--/--,--/--,--/--,--/--,--,K
"Harrison Butker, KC K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Younghoe Koo, LAC K",@Jax,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Ka'imi Fairbairn, Hou K",@LAR,L 7-33,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Rose, LAC K",@Jax,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Sam Ficken, LAR K",Hou,W 33-7,--/--,--/--,--/--,--/--,--/--,--,K
