Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,0.0,0.0,0.0,89.4,1.1,3.9,38.6,0.2
Saquon Barkley,RB,NYG,0.0,0.0,0.0,85.0,0.6,5.0,42.0,0.2
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,58.6,0.3,5.9,45.5,0.3
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,86.0,0.7,2.7,24.5,0.1
Alvin Kamara,RB,NO,0.0,0.0,0.0,55.3,0.4,5.3,48.0,0.2
David Johnson,RB,ARI,0.0,0.0,0.0,70.7,0.5,3.2,30.0,0.1
Joe Mixon,RB,CIN,0.0,0.0,0.0,72.5,0.6,2.9,23.8,0.1
Austin Ekeler,RB,LAC,0.0,0.0,0.0,39.6,0.2,4.9,51.4,0.2
Sony Michel,RB,NE,0.0,0.0,0.0,68.3,0.6,2.2,17.6,0.1
Tevin Coleman,RB,ATL,0.0,0.0,0.0,61.7,0.4,2.7,23.6,0.2
James White,RB,NE,0.0,0.0,0.0,19.3,0.1,6.0,52.0,0.3
Tarik Cohen,RB,CHI,0.0,0.0,0.0,29.9,0.2,4.0,37.2,0.2
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,53.2,0.3,3.3,24.1,0.1
Latavius Murray,RB,MIN,0.0,0.0,0.0,62.1,0.6,1.7,14.5,0.0
LeSean McCoy,RB,BUF,0.0,0.0,0.0,62.7,0.3,2.3,20.1,0.1
Matt Breida,RB,SF,0.0,0.0,0.0,46.4,0.4,3.4,27.4,0.1
Jordan Howard,RB,CHI,0.0,0.0,0.0,61.6,0.4,2.0,15.4,0.1
Mark Ingram,RB,NO,0.0,0.0,0.0,51.4,0.5,1.8,17.1,0.1
Kerryon Johnson,RB,DET,0.0,0.0,0.0,67.7,0.3,1.9,11.6,0.1
Nick Chubb,RB,CLE,0.0,0.0,0.0,63.5,0.5,1.3,11.2,0.0
Adrian Peterson,RB,WAS,0.0,0.0,0.0,60.4,0.6,1.1,7.2,0.0
Alex Collins,RB,BAL,0.0,0.0,0.0,57.9,0.4,1.8,17.4,0.0
Peyton Barber,RB,TB,0.0,0.0,0.0,65.1,0.4,1.3,9.6,0.0
Javorius Allen,RB,BAL,0.0,0.0,0.0,31.5,0.1,5.1,28.7,0.2
Bilal Powell,RB,NYJ,0.0,0.0,0.0,46.5,0.2,2.8,24.0,0.1
