Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,100,1,5,40,0
Saquon Barkley,RB,NYG,75,0,7,60,1
Ezekiel Elliott,RB,DAL,100,1,4,35,0
Joe Mixon,RB,CIN,85,1,4,30,0
Christian McCaffrey,RB,CAR,50,0,7,55,1
Phillip Lindsay,RB,DEN,65,1,4,35,0
Austin Ekeler,RB,LAC,60,1,4,35,0
Alvin Kamara,RB,NO,40,0,7,55,1
David Johnson,RB,ARI,70,1,3,20,0
Adrian Peterson,RB,WAS,75,1,2,15,0
Sony Michel,RB,NE,80,1,1,5,0
T.J. Yeldon,RB,JAX,55,1,4,30,0
LeSean McCoy,RB,BUF,55,1,3,25,0
Latavius Murray,RB,MIN,70,1,2,10,0
Nick Chubb,RB,CLE,65,1,1,10,0
Corey Clement,RB,PHI,50,1,2,20,0
Tarik Cohen,RB,CHI,30,1,4,35,0
Mark Ingram,RB,NO,45,1,2,20,0
Tevin Coleman,RB,ATL,45,1,2,15,0
Marlon Mack,RB,IND,55,1,1,5,0
Alex Collins,RB,BAL,45,1,1,10,0
Royce Freeman,RB,DEN,50,1,0,0,0
Kerryon Johnson,RB,DET,60,0,3,25,0
Matt Breida,RB,SF,60,0,3,20,0
Jordan Howard,RB,CHI,55,0,2,20,0
Dion Lewis,RB,TEN,45,0,4,30,0
James White,RB,NE,25,0,7,50,0
Peyton Barber,RB,TB,55,0,2,15,0
Lamar Miller,RB,HOU,55,0,2,15,0
Bilal Powell,RB,NYJ,40,0,4,30,0
Kenyan Drake,RB,MIA,35,0,3,25,0
Frank Gore,RB,MIA,50,0,1,10,0
Isaiah Crowell,RB,NYJ,45,0,1,10,0
Nyheim Hines,RB,IND,25,0,4,30,0
Duke Johnson,RB,CLE,20,0,4,35,0
Wendell Smallwood,RB,PHI,40,0,2,15,0
Ito Smith,RB,ATL,40,0,2,15,0
Javorius Allen,RB,BAL,25,0,2,20,0
Derrick Henry,RB,TEN,40,0,1,5,0
Raheem Mostert,RB,SF,30,0,1,10,0
Ronald Jones,RB,TB,25,0,1,10,0
Alfred Blue,RB,HOU,20,0,1,10,0
Devontae Booker,RB,DEN,10,0,2,15,0
Justin Jackson,RB,LAC,25,0,0,0,0
Kyle Juszczyk,RB,SF,0,0,3,25,0
Mark Walton,RB,CIN,15,0,1,10,0
LeGarrette Blount,RB,DET,20,0,0,0,0
Wayne Gallman,RB,NYG,10,0,1,10,0
Chris Ivory,RB,BUF,20,0,0,0,0
Alfred Morris,RB,SF,20,0,0,0,0
Malcolm Brown,RB,LAR,10,0,1,5,0
Spencer Ware,RB,KC,10,0,1,5,0
Chase Edmonds,RB,ARI,5,0,1,5,0
Rod Smith,RB,DAL,10,0,0,0,0
Roc Thomas,RB,MIN,10,0,0,0,0
