Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Kelvin Benjamin,WR,KC,0.0,0.0,3.1,42.5,0.2
Ryan Grant,WR,IND,0.0,0.0,3.5,41.1,0.2
Christian Kirk,WR,ARI,0.1,0.0,3.7,44.3,0.1
Courtland Sutton,WR,DEN,0.2,0.0,2.8,39.4,0.2
Taylor Gabriel,WR,CHI,3.1,0.0,3.3,37.3,0.1
Cole Beasley,WR,DAL,0.0,0.0,3.6,37.8,0.2
Dede Westbrook,WR,JAX,0.4,0.0,2.8,39.6,0.2
Mohamed Sanu,WR,ATL,0.7,0.0,3.2,35.1,0.2
Taywan Taylor,WR,TEN,1.1,0.0,2.9,37.1,0.2
Robby Anderson,WR,NYJ,0.9,0.0,2.9,38.5,0.2
Jakeem Grant,WR,MIA,0.7,0.0,2.6,36.1,0.2
Pierre Garcon,WR,SF,0.0,0.0,3.0,38.3,0.1
Tyrell Williams,WR,LAC,0.7,0.0,2.2,34.6,0.2
Donte Moncrief,WR,JAX,0.0,0.0,2.7,32.8,0.2
Willie Snead,WR,BAL,0.0,0.0,3.0,37.0,0.1
Martavis Bryant,WR,OAK,0.9,0.0,2.5,33.4,0.1
Phillip Dorsett,WR,NE,0.1,0.0,2.6,33.0,0.1
Deonte Thompson,WR,BUF,0.1,0.0,2.3,28.8,0.2
Rashard Higgins,WR,CLE,0.0,0.0,2.5,32.9,0.1
Travis Benjamin,WR,LAC,4.5,0.0,1.5,23.1,0.2
Allen Hurns,WR,DAL,0.0,0.0,2.3,29.7,0.1
Zay Jones,WR,BUF,0.0,0.0,2.4,32.0,0.1
Cameron Meredith,WR,NO,0.1,0.0,2.0,26.0,0.1
Tavon Austin,WR,DAL,10.4,0.1,1.4,14.8,0.1
Tajae Sharpe,WR,TEN,1.2,0.0,1.9,27.3,0.1
Marquez Valdes-Scantling,WR,GB,0.2,0.0,2.1,25.0,0.1
Chester Rogers,WR,IND,0.1,0.0,2.3,26.7,0.1
Adam Humphries,WR,TB,0.4,0.0,2.6,26.5,0.1
James Washington,WR,PIT,0.2,0.0,1.8,25.5,0.1
Michael Gallup,WR,DAL,0.2,0.0,1.9,24.0,0.1
Chris Conley,WR,KC,0.1,0.0,1.8,23.7,0.1
Jermaine Kearse,WR,NYJ,0.0,0.0,2.3,25.2,0.1
Jaron Brown,WR,SEA,0.0,0.0,1.5,20.0,0.1
Keke Coutee,WR,HOU,0.3,0.0,1.7,22.3,0.1
Laquon Treadwell,WR,MIN,0.0,0.0,2.0,23.0,0.1
Trent Taylor,WR,SF,0.0,0.0,2.2,23.2,0.1
Andre Holmes,WR,DEN,0.0,0.0,1.6,21.7,0.1
John Ross,WR,CIN,1.7,0.0,1.6,18.3,0.1
Seth Roberts,WR,OAK,0.0,0.0,1.7,19.5,0.1
Dante Pettis,WR,SF,0.5,0.0,1.4,18.8,0.1
Chad Williams,WR,ARI,1.2,0.0,1.5,19.0,0.1
Jordan Matthews,WR,PHI,0.0,0.0,1.7,17.7,0.1
Josh Bellamy,WR,CHI,0.3,0.0,1.3,18.5,0.1
Robert Foster,WR,BUF,0.2,0.0,1.1,15.6,0.1
Ryan Switzer,WR,PIT,4.6,0.0,1.0,11.3,0.0
Cordarrelle Patterson,WR,NE,5.1,0.0,0.9,9.3,0.0
Javon Wims,WR,CHI,0.9,0.0,1.0,12.7,0.1
T.J. Jones,WR,DET,0.0,0.0,1.3,15.6,0.0
Russell Shepard,WR,NYG,0.0,0.0,1.0,13.3,0.1
Tre'Quan Smith,WR,NO,0.0,0.0,0.9,12.2,0.0
Austin Carr,WR,NO,0.0,0.0,0.8,10.6,0.1
D.J. Chark,WR,JAX,0.2,0.0,0.9,11.2,0.1
Chris Moore,WR,BAL,0.4,0.0,0.8,10.1,0.1
Kevin White,WR,CHI,0.6,0.0,0.8,10.0,0.1
J.J. Nelson,WR,ARI,0.6,0.0,0.7,9.1,0.0
Zach Pascal,WR,IND,0.0,0.0,0.6,7.4,0.1
Demarcus Robinson,WR,KC,0.0,0.0,0.8,8.3,0.0
Justin Hardy,WR,ATL,0.0,0.0,0.7,7.7,0.0
Darius Jennings,WR,TEN,0.0,0.0,0.6,7.5,0.0
Kendrick Bourne,WR,SF,0.0,0.0,0.5,6.5,0.0
Darrius Heyward-Bey,WR,PIT,0.5,0.0,0.5,5.9,0.0
Jaydon Mickens,WR,JAX,0.0,0.0,0.3,3.7,0.1
DaeSean Hamilton,WR,DEN,0.0,0.0,0.4,4.8,0.0
David Moore,WR,SEA,0.0,0.0,0.4,5.2,0.0
Josh Reynolds,WR,LAR,0.0,0.0,0.4,4.7,0.0
Geremy Davis,WR,LAC,0.1,0.0,0.3,4.5,0.0
Marcus Kemp,WR,KC,0.0,0.0,0.4,4.5,0.0
KhaDarel Hodge,WR,LAR,0.0,0.0,0.3,3.4,0.0
Alex Erickson,WR,CIN,0.2,0.0,0.3,4.2,0.0
Ray-Ray McCloud,WR,BUF,0.0,0.0,0.4,4.6,0.0
Tim Patrick,WR,DEN,0.0,0.0,0.3,4.3,0.0
Justin Watson,WR,TB,0.1,0.0,0.3,4.7,0.0
Josh Malone,WR,CIN,0.0,0.0,0.4,4.6,0.0
Shelton Gibson,WR,PHI,0.1,0.0,0.4,4.1,0.0
Aldrick Robinson,WR,MIN,0.0,0.0,0.3,4.3,0.0
Cody Core,WR,CIN,0.0,0.0,0.3,3.9,0.0
Marvin Hall,WR,ATL,0.0,0.0,0.3,3.7,0.0
Russell Gage,WR,ATL,0.1,0.0,0.3,3.8,0.0
Matthew Slater,WR,NE,0.0,0.0,0.2,2.6,0.0
Marcus Johnson,WR,IND,0.0,0.0,0.2,2.0,0.0
Dwayne Harris,WR,OAK,0.0,0.0,0.2,2.1,0.0
Andre Roberts,WR,NYJ,0.0,0.0,0.2,1.9,0.0
Brandon Zylstra,WR,MIN,0.0,0.0,0.1,1.5,0.0
George Odum,WR,IND,0.0,0.0,0.0,0.0,0.0
Justin Hardee,WR,NO,0.0,0.0,0.0,0.0,0.0
Derrick Willies,WR,CLE,0.0,0.0,0.0,0.0,0.0
Trent Sherfield,WR,ARI,0.0,0.0,0.0,0.0,0.0
