Player,Bye,Proj,Actual,Pts vs.*,Sack,Safe,TFL,Int,Fum Rec,TD,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,Yds,TD,TD,POS
No new player Notes Los Angeles LAC - DEF Final (L) 22-10 vs Bal,8,88,88,19.3,3.0,0.0,5.0,1.0,0.6,0.2,0.0,0.0,0.8,320,3.3,110.0,0.2,0.0,DST
No new player Notes Los Angeles LAR - DEF Final (W) 31-9 @ Ari,12,93,93,14.5,3.2,0.1,5.2,1.1,0.6,0.2,0.1,0.0,0.4,287,3.4,54.2,0.2,0.1,DST
No new player Notes Tennessee Ten - DEF Final (W) 25-16 vs Was,8,94,94,13.3,3.1,0.0,4.3,1.0,0.7,0.2,0.1,0.1,0.4,296,3.5,98.2,0.2,0.1,DST
No new player Notes New England NE - DEF Final (W) 24-12 vs Buf,11,95,95,15.8,3.4,0.1,5.4,1.0,0.7,0.2,0.0,0.1,0.9,331,4.4,95.8,0.2,0.0,DST
No new player Notes Indianapolis Ind - DEF Final (W) 28-27 vs NYG,9,101,101,19.3,3.6,0.0,4.2,1.3,0.7,0.1,0.0,0.0,0.5,344,3.5,51.7,0.1,0.0,DST
Player Note Cleveland Cle - DEF Final (W) 26-18 vs Cin,11,103,103,17.0,3.1,0.0,4.5,1.0,0.7,0.2,0.1,0.0,0.4,324,3.6,87.3,0.2,0.1,DST
No new player Notes Chicago Chi - DEF Final (W) 14-9 @ SF,5,105,105,23.3,3.3,0.0,4.2,1.1,0.7,0.2,0.1,0.1,0.3,372,3.6,94.3,0.2,0.1,DST
No new player Notes Minnesota Min - DEF Final (W) 27-9 @ Det,10,107,107,18.3,3.0,0.1,5.0,0.9,0.6,0.2,0.1,0.0,0.9,334,3.7,85.4,0.2,0.1,DST
No new player Notes Miami Mia - DEF Final (L) 17-7 vs Jax,11,116,116,19.3,2.7,0.0,2.9,1.2,0.6,0.2,0.0,0.0,0.4,299,3.0,77.3,0.2,0.0,DST
No new player Notes Dallas Dal - DEF Final (W) 27-20 vs TB,8,136,136,20.5,3.4,0.0,4.8,1.1,0.7,0.1,0.0,0.0,0.7,383,3.4,79.2,0.1,0.0,DST
No new player Notes New Orleans NO - DEF Final (W) 31-28 vs Pit,6,145,145,23.3,3.1,0.0,4.2,1.0,0.6,0.1,0.1,0.0,0.5,376,3.4,85.9,0.1,0.1,DST
No new player Notes Philadelphia Phi - DEF Final (W) 32-30 vs Hou,9,146,146,22.5,2.6,0.1,4.2,0.9,0.6,0.2,0.1,0.1,0.8,356,2.8,75.0,0.2,0.1,DST
No new player Notes Jacksonville Jax - DEF Final (W) 17-7 @ Mia,9,155,155,19.8,2.2,0.1,4.1,0.8,0.5,0.2,0.1,0.0,0.4,349,3.1,51.8,0.2,0.1,DST
No new player Notes Houston Hou - DEF Final (L) 32-30 @ Phi,10,161,161,24.5,2.7,0.1,4.3,0.8,0.5,0.2,0.1,0.0,0.3,397,2.6,80.4,0.2,0.1,DST
No new player Notes Atlanta Atl - DEF Final (W) 24-10 @ Car,8,168,168,22.0,2.9,0.0,4.4,0.9,0.7,0.2,0.0,0.0,0.4,305,3.3,79.8,0.2,0.0,DST
No new player Notes Green Bay GB - DEF Final (W) 44-38 @ NYJ,7,189,189,22.3,2.7,0.0,3.7,0.9,0.6,0.2,0.0,0.0,0.3,374,3.8,66.6,0.2,0.0,DST
No new player Notes New York NYJ - DEF Final (L) 44-38 vs GB,11,225,225,25.3,2.4,0.0,2.6,1.0,0.5,0.1,0.0,0.0,0.4,350,2.7,64.7,0.1,0.0,DST
No new player Notes Denver Den - DEF Final (L) 27-14 @ Oak,10,229,229,21.8,2.7,0.0,3.5,0.8,0.6,0.2,0.1,0.1,0.4,357,3.7,45.4,0.2,0.1,DST
No new player Notes Seattle Sea - DEF Final (W) 38-31 vs KC,7,239,239,26.5,2.3,0.1,3.4,0.8,0.6,0.1,0.0,0.1,0.5,401,3.2,92.9,0.1,0.0,DST
No new player Notes Detroit Det - DEF Final (L) 27-9 vs Min,6,275,275,24.8,2.3,0.0,3.0,0.8,0.6,0.1,0.0,0.1,0.4,403,2.4,65.6,0.1,0.0,DST
No new player Notes Washington Was - DEF Final (L) 25-16 @ Ten,4,321,321,24.3,2.1,0.0,2.8,0.6,0.5,0.1,0.0,0.0,0.3,369,2.1,51.5,0.1,0.0,DST
No new player Notes Carolina Car - DEF Final (L) 24-10 vs Atl,4,325,325,23.5,2.5,0.0,3.6,0.8,0.5,0.1,0.0,0.1,0.7,393,2.9,29.2,0.1,0.0,DST
No new player Notes Cincinnati Cin - DEF Final (L) 26-18 @ Cle,9,340,340,27.0,1.9,0.0,2.8,0.7,0.4,0.1,0.0,0.1,0.5,390,2.1,61.1,0.1,0.0,DST
No new player Notes San Francisco SF - DEF Final (L) 14-9 vs Chi,11,344,344,21.3,2.5,0.0,3.3,0.8,0.5,0.1,0.0,0.0,0.4,380,3.5,32.0,0.1,0.0,DST
No new player Notes Arizona Ari - DEF Final (L) 31-9 vs LAR,9,356,356,28.5,2.2,0.1,3.3,0.7,0.4,0.1,0.1,0.0,0.6,388,2.5,86.0,0.1,0.1,DST
No new player Notes Baltimore Bal - DEF Final (W) 22-10 @ LAC,10,366,366,23.3,2.1,0.1,3.3,0.7,0.5,0.2,0.0,0.0,0.6,401,2.6,47.1,0.2,0.0,DST
No new player Notes Oakland Oak - DEF Final (W) 27-14 vs Den,7,368,368,20.3,2.3,0.1,3.2,0.7,0.6,0.1,0.0,0.0,0.3,384,2.5,33.5,0.1,0.0,DST
No new player Notes Tampa Bay TB - DEF Final (L) 27-20 @ Dal,5,381,381,27.5,2.2,0.0,2.9,0.6,0.5,0.1,0.1,0.1,0.5,389,1.9,75.0,0.1,0.1,DST
No new player Notes Pittsburgh Pit - DEF Final (L) 31-28 @ NO,7,409,409,29.8,1.9,0.0,2.9,0.6,0.4,0.1,0.0,0.0,0.5,429,1.8,54.5,0.1,0.0,DST
No new player Notes Kansas City KC - DEF Final (L) 38-31 @ Sea,12,410,410,28.5,2.3,0.0,3.0,0.8,0.5,0.1,0.0,0.0,0.7,415,2.7,41.1,0.1,0.0,DST
No new player Notes New York NYG - DEF Final (L) 28-27 @ Ind,9,411,411,29.3,1.7,0.0,2.2,0.6,0.4,0.1,0.1,0.1,0.6,409,2.4,58.2,0.1,0.1,DST
No new player Notes Buffalo Buf - DEF Final (L) 24-12 @ NE,11,438,438,29.3,1.9,0.0,2.6,0.7,0.4,0.1,0.0,0.0,0.4,395,2.4,57.3,0.1,0.0,DST
