Player,Bye,Proj,Actual,Att,Att,Comp,Inc,Yds,Yds,Yds,Yds,TD,TD,TD,TD,Int,Pick Six,Sack,1st Downs,1st Downs,1st Downs,40 Yd Cmp,Att,Att,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Att,Tgt*,Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,2PT,Tot,Lost,POS
Player Note T. Kelce KC - TE Final (L) 43-40 @ NE,12,54,54,0.0,0.0,0.0,0.0,0.0,0.0,76.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,76.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.4,0.0,8.2,6.2,0.0,0.0,76.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.4,0.1,0.0,0.0,76.6,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.1,TE
Player Note Z. Ertz Phi - TE Final (W) 34-13 @ NYG,9,55,55,0.0,0.0,0.0,0.0,0.0,0.0,68.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,68.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,4.2,0.0,8.9,5.9,0.0,0.0,68.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,4.2,0.0,0.0,0.0,68.4,0.0,0.0,0.0,0.6,0.0,0.1,0.1,0.1,TE
Player Note R. Gronkowski NE - TE Final (W) 43-40 vs KC,11,58,58,0.0,0.0,0.0,0.0,0.0,0.0,71.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,71.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.6,0.0,6.2,4.8,0.0,0.0,71.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.6,0.1,0.0,0.0,71.5,0.0,0.0,0.0,0.6,0.0,0.1,0.1,0.0,TE
Player Note E. Ebron Ind - TE Final (L) 42-34 @ NYJ,9,80,80,0.0,0.0,0.0,0.0,0.0,0.0,53.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,53.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.8,0.0,7.9,5.3,0.0,0.0,53.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.8,0.0,0.0,0.0,53.3,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,TE
No new player Notes J. Graham GB - TE Final (W) 33-30 vs SF,7,97,97,0.0,0.0,0.0,0.0,0.0,0.0,48.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,48.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.8,0.0,6.3,4.3,0.0,0.0,48.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.8,0.0,0.0,0.0,48.7,0.0,0.0,0.0,0.4,0.0,0.1,0.1,0.0,TE
No new player Notes J. Cook Oak - TE Final (L) 27-3 vs Sea,7,103,103,0.0,0.0,0.0,0.0,0.0,0.0,55.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,55.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3.5,0.0,7.5,4.9,0.0,0.0,55.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3.5,0.0,0.0,0.0,55.4,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,TE
No new player Notes J. Reed Was - TE IR Final (W) 23-17 vs Car,4,115,115,0.0,0.0,0.0,0.0,0.0,0.0,46.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,46.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.1,0.0,6.2,4.4,0.0,0.0,46.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.1,0.0,0.0,0.0,46.8,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,TE
Player Note T. Burton Chi - TE Q Final (L) 31-28 @ Mia,5,119,119,0.0,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3.1,0.0,6.6,4.4,0.0,0.0,47.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3.1,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,TE
No new player Notes G. Kittle SF - TE Final (L) 33-30 @ GB,11,122,122,0.0,0.0,0.0,0.0,0.0,0.0,45.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,45.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.2,0.0,7.2,4.3,0.0,0.0,45.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.2,0.0,0.0,0.0,45.7,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,TE
No new player Notes G. Olsen Car - TE IR Final (L) 23-17 @ Was,4,138,138,0.0,0.0,0.0,0.0,0.0,0.0,50.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,50.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2.9,0.0,6.3,4.2,0.0,0.0,50.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2.9,0.0,0.0,0.0,50.2,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.1,TE
