Player,Team,Salary
George Kittle,SFO,6600
Rob Gronkowski,NWE,6200
Travis Kelce,KAN,8000
Jared Cook,OAK,6300
Eric Ebron,IND,6400
Cameron Brate,TAM,5100
Dallas Goedert,PHI,5100
Ian Thomas,CAR,4900
Ryan Griffin,HOU,4100
Derek Carrier,OAK,4000
Evan Engram,NYG,5000
Blake Jarwin,DAL,4000
Maxx Williams,BAL,4000
Vernon Davis,WAS,4900
Lee Smith,OAK,4200
Zach Ertz,PHI,7400
Austin Hooper,ATL,5700
Vance McDonald,PIT,5500
Dalton Schultz,DAL,4000
C.J. Uzomah,CIN,5200
Jordan Thomas,HOU,5300
Jordan Akins,HOU,4300
David Njoku,CLE,5300
Gerald Everett,LAR,4800
Ricky Seals-Jones,ARI,4900
Demetrius Harris,KAN,4000
Anthony Firkser,TEN,5100
Ben Watson,NOR,5000
Jesse James,PIT,4700
Levine Toilolo,DET,4000
Trey Burton,CHI,5500
Antonio Gates,LAC,4900
James O'Shaughnessy,JAC,4000
Blake Bell,JAC,4100
Eric Saubert,ATL,4000
Jimmy Graham,GNB,5600
Chris Herndon,NYJ,5500
Jordan Leggett,NYJ,4000
Kyle Rudolph,MIN,5600
Antony Auclair,TAM,4000
Nick Vannett,SEA,4800
Tyler Conklin,MIN,4000
Tyler Higbee,LAR,4200
MyCole Pruitt,TEN,4000
Orson Charles,CLE,4000
Luke Stocker,TEN,4200
Charles Clay,BUF,4200
Logan Thomas,BUF,4300
Brian Parker,DEN,4000
Ed Dickson,SEA,4500
Matt LaCosse,DEN,4500
Rico Gathers,DAL,4000
Garrett Celek,SFO,4300
Jeremy Sprinkle,WAS,4000
Chris Manhertz,CAR,4000
Rhett Ellison,NYG,4800
Darren Fells,CLE,4400
Robert Tonyan,GNB,4500
Marcedes Lewis,GNB,4100
Jordan Franks,CIN,4000
Jonnu Smith,TEN,5300
Adam Shaheen,CHI,4300
Nick O'Leary,MIA,4200
Scott Simonson,NYG,4100
Eric Tomlinson,NYJ,4000
Trey Edmunds,PIT,4000
Mike Gesicki,MIA,4300
Michael Roberts,DET,4200
Xavier Grimble,PIT,4100
Matt Lengel,CIN,4000
Jordan Reed,WAS,6400
Virgil Green,LAC,4100
Lance Kendricks,GNB,4100
Jermaine Gresham,ARI,4200
Hayden Hurst,BAL,4300
Luke Willson,DET,4200
Seth DeValve,CLE,4100
Darren Waller,OAK,4000
Mark Andrews,BAL,4800
Ryan Hewitt,IND,4000
Alan Cross,TAM,4000
Erik Swoope,IND,4000
Nick Boyle,BAL,4300
Josh Hill,NOR,4300
Daniel Brown,CHI,4000
Ben Braunecker,CHI,4000
Jacob Hollister,NWE,4000
Durham Smythe,MIA,4500
Ross Dwelley,SFO,4000
