Player,Team,Salary
George Kittle,SF,5500
Rob Gronkowski,NE,4800
Jared Cook,OAK,5200
Travis Kelce,KC,6700
Ian Thomas,CAR,2700
Eric Ebron,IND,5700
Cameron Brate,TB,3500
Dallas Goedert,PHI,2500
Ryan Griffin,HOU,2500
Blake Jarwin,DAL,2500
Derek Carrier,OAK,2500
Evan Engram,NYG,3700
Vernon Davis,WAS,2900
Zach Ertz,PHI,6400
Maxx Williams,BAL,2500
Austin Hooper,ATL,4300
Vance McDonald,PIT,3800
Lee Smith,OAK,2500
Jordan Thomas,HOU,3000
Gerald Everett,LAR,2700
Dalton Schultz,DAL,2500
C.J. Uzomah,CIN,3500
David Njoku,CLE,3900
Ricky Seals-Jones,ARI,2700
Jordan Akins,HOU,2500
Demetrius Harris,KC,2500
Anthony Firkser,TEN,2600
Benjamin Watson,NO,2900
Jesse James,PIT,3300
Levine Toilolo,DET,2600
Trey Burton,CHI,3400
James O'Shaughnessy,JAX,2500
Antonio Gates,LAC,2800
Blake Bell,JAX,2500
Eric Saubert,ATL,2500
Jimmy Graham,GB,4400
Kyle Rudolph,MIN,3500
Chris Herndon,NYJ,3000
Jordan Leggett,NYJ,2500
Antony Auclair,TB,2500
Nick Vannett,SEA,2600
Tyler Conklin,MIN,2500
Tyler Higbee,LAR,2600
MyCole Pruitt,TEN,2500
Orson Charles,CLE,2500
Luke Stocker,TEN,2500
Charles Clay,BUF,2500
Logan Thomas,BUF,2500
Brian Parker,DEN,2500
Ed Dickson,SEA,2500
Matt LaCosse,DEN,2700
Rico Gathers,DAL,2500
Garrett Celek,SF,2500
Clark Harris,CIN,2500
Jeremy Sprinkle,WAS,2500
Richard Rodgers,PHI,2500
Chris Manhertz,CAR,2500
Rhett Ellison,NYG,2700
Darren Fells,CLE,2500
Marcedes Lewis,GB,2500
Jordan Franks,CIN,2500
Jonnu Smith,TEN,3100
Adam Shaheen,CHI,2500
Nick O'Leary,MIA,2500
Scott Simonson,NYG,2500
Eric Tomlinson,NYJ,2500
John Phillips,ARI,2500
Mike Gesicki,MIA,2500
Michael Roberts,DET,2500
Xavier Grimble,PIT,2500
Matt Lengel,CIN,2500
Jordan Reed,WAS,4600
Virgil Green,LAC,2500
Lance Kendricks,GB,2500
Jermaine Gresham,ARI,2500
Hayden Hurst,BAL,2500
Luke Willson,DET,2500
Ben Koyack,JAX,2500
Seth DeValve,CLE,2500
Mark Andrews,BAL,2800
Ryan Hewitt,IND,2500
Alan Cross,TB,2500
Erik Swoope,IND,2500
Nick Boyle,BAL,2500
Josh Hill,NO,2500
Daniel Brown,CHI,2500
Ben Braunecker,CHI,2500
Jacob Hollister,NE,2500
Durham Smythe,MIA,2500
Ross Dwelley,SF,2500
