Player,Bye,Proj,Actual,Att,Att,Comp,Inc,Yds,Yds,Yds,Yds,TD,TD,TD,TD,Int,Pick Six,Sack,1st Downs,1st Downs,1st Downs,40 Yd Cmp,Att,Att,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Att,Tgt*,Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,2PT,Tot,Lost,POS
Player Note A. Brown Pit - WR Final (T) 21-21 @ Cle,7,9,9,0.0,0.0,0.0,0.0,0.0,0.0,114.0,6.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,114.0,6.6,0.0,0.0,0.6,0.0,0.0,0.0,5.2,0.0,12.8,7.9,0.0,0.0,114.0,6.6,0.0,0.0,0.6,0.0,0.0,0.0,5.2,0.4,0.0,0.0,114.0,6.6,0.0,0.0,0.6,0.0,0.1,0.2,0.1,WR
No new player Notes J. Jones Atl - WR Final (L) 18-12 @ Phi,8,19,19,0.0,0.2,0.0,0.0,0.0,1.3,107.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,4.6,0.0,0.0,0.2,0.0,1.3,107.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,4.6,0.0,11.9,7.0,0.0,1.3,107.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,4.6,0.4,0.0,1.3,107.0,0.0,0.0,0.0,0.5,0.0,0.1,0.2,0.1,WR
No new player Notes D. Hopkins Hou - WR Q Final (L) 27-20 @ NE,10,31,31,0.0,0.0,0.0,0.0,0.0,0.0,94.8,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,94.8,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.2,0.0,11.9,6.5,0.0,0.0,94.8,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.2,0.4,0.0,0.0,94.8,0.0,0.0,0.0,0.7,0.0,0.1,0.1,0.1,WR
Player Note M. Thomas NO - WR Final (L) 48-40 vs TB,6,36,36,0.0,0.0,0.0,0.0,0.0,0.0,93.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,93.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.9,0.0,10.1,7.5,0.0,0.0,93.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.9,0.0,0.0,0.0,93.7,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.1,WR
No new player Notes D. Adams GB - WR Q Final (W) 24-23 vs Chi,7,41,41,0.0,0.0,0.0,0.0,0.0,0.0,79.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,79.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.3,0.0,9.3,6.2,0.0,0.0,79.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.3,0.1,0.0,0.0,79.7,0.0,0.0,0.0,0.7,0.0,0.1,0.1,0.1,WR
No new player Notes A. Green Cin - WR IR Final (W) 34-23 @ Ind,9,44,44,0.0,0.0,0.0,0.0,0.0,0.0,86.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,86.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,4.2,0.0,10.1,6.4,0.0,0.0,86.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,4.2,0.2,0.0,0.0,86.1,0.0,0.0,0.0,0.6,0.0,0.1,0.1,0.1,WR
Player Note K. Allen LAC - WR Final (L) 38-28 vs KC,8,49,49,0.0,0.1,0.0,0.0,0.0,0.8,84.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.1,0.0,0.8,84.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.3,0.0,9.9,6.6,0.0,0.8,84.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.3,0.1,0.0,0.8,84.3,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.1,WR
No new player Notes O. Beckham Jr. NYG - WR Q Final (L) 20-15 vs Jax,9,57,57,0.0,0.0,0.0,0.0,0.0,0.0,79.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,79.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.6,0.0,9.3,5.4,0.0,0.0,79.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.6,0.3,0.0,0.0,79.9,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.1,WR
No new player Notes S. Diggs Min - WR Final (W) 24-16 vs SF,10,61,61,0.0,0.1,0.0,0.0,0.0,1.1,73.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.1,0.0,1.1,73.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.8,0.0,8.1,5.6,0.0,1.1,73.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.8,0.1,0.0,1.1,73.0,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.1,WR
Player Note T. Hill KC - WR Final (W) 38-28 @ LAC,12,62,62,0.0,1.1,0.0,0.0,0.0,6.6,70.7,7.6,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.2,3.0,0.0,0.0,1.1,0.0,6.6,70.7,7.6,0.0,0.0,0.4,0.1,0.0,0.2,3.0,0.0,7.2,4.6,0.0,6.6,70.7,7.6,0.0,0.0,0.4,0.1,0.0,0.2,3.0,0.4,0.0,6.6,70.7,7.6,0.0,0.0,0.4,0.1,0.0,0.1,0.1,WR
