Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Alvin Kamara,RB,NO,0.0,0.0,0.0,76.9,0.7,5.0,48.4,0.2, 
Todd Gurley,RB,LAR,0.0,0.0,0.0,92.6,0.8,4.0,35.5,0.2, 
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,96.0,0.9,3.0,25.6,0.1, 
David Johnson,RB,ARI,0.0,0.0,0.0,58.0,0.4,5.1,46.9,0.2, 
Saquon Barkley,RB,NYG,0.0,0.0,0.0,74.1,0.5,3.9,35.0,0.2, 
James Conner,RB,PIT,0.0,0.0,0.0,79.5,0.7,3.4,27.6,0.1, 
Melvin Gordon,RB,LAC,0.0,0.0,0.0,79.2,0.5,3.7,30.4,0.1, 
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,48.4,0.3,5.5,46.5,0.2, 
Tevin Coleman,RB,ATL,0.0,0.0,0.0,67.3,0.6,2.8,27.2,0.1, 
Kareem Hunt,RB,FA,0.0,0.0,14.8,0.5,3.5,29.5,0.1,, 
Dalvin Cook,RB,MIN,0.0,0.0,0.0,59.9,0.4,3.9,33.6,0.1, 
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,67.7,0.5,3.0,22.3,0.1, 
Jordan Howard,RB,CHI,0.0,0.0,0.0,71.7,0.5,2.3,18.2,0.1, 
Giovani Bernard,RB,CIN,0.0,0.0,0.0,55.2,0.3,3.0,24.6,0.1, 
Kenyan Drake,RB,MIA,0.0,0.0,0.0,54.1,0.4,2.9,22.3,0.1, 
LeSean McCoy,RB,BUF,0.0,0.0,0.0,58.1,0.3,3.1,23.1,0.1, 
Lamar Miller,RB,HOU,0.0,0.0,0.0,64.3,0.3,2.3,17.5,0.1, 
Dion Lewis,RB,TEN,0.0,0.0,0.0,52.7,0.3,3.0,23.2,0.1, 
Alex Collins,RB,BAL,0.0,0.0,0.0,69.8,0.4,2.0,14.9,0.0,IR
Adrian Peterson,RB,WAS,0.0,0.0,0.0,62.2,0.5,1.5,12.0,0.1, 
Jamaal Williams,RB,GB,0.0,0.0,0.0,56.1,0.4,2.1,17.2,0.1, 
Isaiah Crowell,RB,NYJ,0.0,0.0,0.0,57.6,0.4,1.9,15.5,0.1,IR
