Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Alvin Kamara,RB,NO,65,1,6,50,1
Todd Gurley,RB,LAR,90,1,4,35,0
Ezekiel Elliott,RB,DAL,90,1,4,30,0
Saquon Barkley,RB,NYG,90,1,3,25,0
James Conner,RB,PIT,90,1,4,25,0
Melvin Gordon,RB,LAC,75,1,4,35,0
David Johnson,RB,ARI,75,1,5,35,0
Dalvin Cook,RB,MIN,70,1,4,30,0
Lamar Miller,RB,HOU,80,1,2,20,0
Joe Mixon,RB,CIN,70,1,4,30,0
Jordan Howard,RB,CHI,75,1,2,20,0
Christian McCaffrey,RB,CAR,45,0,6,50,1
Adrian Peterson,RB,WAS,85,1,1,10,0
T.J. Yeldon,RB,JAX,65,1,4,30,0
Alex Collins,RB,BAL,70,1,2,20,0
Kenyan Drake,RB,MIA,65,1,3,25,0
Dion Lewis,RB,TEN,55,1,5,35,0
Jay Ajayi,RB,PHI,75,1,2,10,0
Kerryon Johnson,RB,DET,55,1,2,20,0
Rex Burkhead,RB,NE,50,1,2,20,0
Bilal Powell,RB,NYJ,45,1,3,25,0
Jamaal Williams,RB,GB,60,1,1,10,0
Marshawn Lynch,RB,OAK,50,1,2,15,0
James White,RB,NE,25,0,6,40,1
Chris Thompson,RB,WAS,20,0,5,40,1
Alfred Morris,RB,SF,55,1,0,0,0
Tevin Coleman,RB,ATL,85,0,3,25,0
Royce Freeman,RB,DEN,65,0,2,20,0
LeSean McCoy,RB,BUF,60,0,3,25,0
Peyton Barber,RB,TB,65,0,2,15,0
Isaiah Crowell,RB,NYJ,50,0,2,15,0
Matt Breida,RB,SF,35,0,3,25,0
Chris Carson,RB,SEA,45,0,2,15,0
Derrick Henry,RB,TEN,50,0,1,10,0
Phillip Lindsay,RB,DEN,35,0,3,25,0
Javorius Allen,RB,BAL,30,0,3,25,0
Tarik Cohen,RB,CHI,25,0,3,25,0
Duke Johnson,RB,CLE,20,0,4,30,0
Corey Clement,RB,PHI,25,0,2,20,0
Austin Ekeler,RB,LAC,35,0,1,10,0
Nyheim Hines,RB,IND,20,0,3,25,0
Latavius Murray,RB,MIN,40,0,1,5,0
Jordan Wilkins,RB,IND,40,0,1,5,0
Frank Gore,RB,MIA,35,0,1,5,0
Jalen Richard,RB,OAK,10,0,4,30,0
Theo Riddick,RB,DET,15,0,4,25,0
Jacquizz Rodgers,RB,TB,25,0,1,10,0
Devontae Booker,RB,DEN,25,0,1,5,0
Wayne Gallman,RB,NYG,15,0,2,15,0
Marlon Mack,RB,IND,25,0,1,5,0
Rashaad Penny,RB,SEA,20,0,1,10,0
C.J. Prosise,RB,SEA,5,0,3,25,0
Alfred Blue,RB,HOU,15,0,1,10,0
Chase Edmonds,RB,ARI,15,0,1,10,0
Chris Ivory,RB,BUF,15,0,1,10,0
Giovani Bernard,RB,CIN,10,0,1,10,0
Corey Grant,RB,JAX,10,0,1,10,0
Marcus Murphy,RB,BUF,10,0,1,10,0
Spencer Ware,RB,KC,15,0,1,5,0
LeGarrette Blount,RB,DET,15,0,0,0,0
Doug Martin,RB,OAK,15,0,0,0,0
Sony Michel,RB,NE,15,0,0,0,0
Stevan Ridley,RB,PIT,10,0,1,5,0
Rod Smith,RB,DAL,10,0,1,5,0
Malcolm Brown,RB,LAR,5,0,1,5,0
Nick Chubb,RB,CLE,10,0,0,0,0
Rob Kelley,RB,WAS,10,0,0,0,0
Ito Smith,RB,ATL,10,0,0,0,0
Jonathan Stewart,RB,NYG,5,0,0,0,0
